"kind","object_id","chapter_id","chapter_file","source_value","current_korean","fallback_value","item_id","resourcepack_translation","problem_type","applied_fix"
"task","697C7D9A4E9466D9","792AD692F1468B1F","achapter_2r_6the_atm_star.snbt","","","","kubejs:atm_star_shard_4","","명시적 task.title 없이 아이템 hover 사용",""
"task","259990BB80D272C4","792AD692F1468B1F","achapter_2r_6the_atm_star.snbt","","","","kubejs:atm_star_shard_3","","명시적 task.title 없이 아이템 hover 사용",""
"task","012550B8C5B1BBCC","792AD692F1468B1F","achapter_2r_6the_atm_star.snbt","","","","minecraft:enchanted_book","","명시적 task.title 없이 아이템 hover 사용",""
"task","4F0B4843BED80B46","792AD692F1468B1F","achapter_2r_6the_atm_star.snbt","","","{""extra"":[{""italic"":false,""text"":""Infused Patrick Star""}],""text"":""""}","allthetweaks:patrick_star","","명시적 task.title 없이 아이템 hover 사용",""
"task","4F0B4843BED80B46","792AD692F1468B1F","achapter_2r_6the_atm_star.snbt","","","{""extra"":[{""italic"":false,""text"":""Infused Patrick Star""}],""text"":""""}","allthetweaks:patrick_star","","영어 custom_name 또는 literal component",""
"task","3677156DC4D715D5","24151251C8730F2E","aether.snbt","","","","minecraft:glowstone","","명시적 task.title 없이 아이템 hover 사용",""
"task","7033C2D58700433D","24151251C8730F2E","aether.snbt","","","","minecraft:water_bucket","","명시적 task.title 없이 아이템 hover 사용",""
"quest","5825892699A8DCB7","24151251C8730F2E","aether.snbt","&l&eThe Aether","&l&eThe Aether","","","","한국어 파일의 영어 quest.title",""
"task","0AB9BED5E5144BAC","4293754F9B2D05F0","allthemodium.snbt","","","","minecraft:netherite_ingot","","명시적 task.title 없이 아이템 hover 사용",""
"quest","11E957CDEFA0CAAB","4293754F9B2D05F0","allthemodium.snbt","&5&lThe Beyond","&5&lThe Beyond","","","","한국어 파일의 영어 quest.title",""
"quest","552F0B9B00F4F914","4293754F9B2D05F0","allthemodium.snbt","","","AllRightsReserved","","","설명은 있으나 명시적 quest.title 없음",""
"task","5F45BABFD89DE0EC","4293754F9B2D05F0","allthemodium.snbt","AllRightsReserved","AllRightsReserved","","","","한국어 파일의 영어 task.title",""
"task","7A588081117FA54F","4293754F9B2D05F0","allthemodium.snbt","AllRightsReserved","AllRightsReserved","","","","한국어 파일의 영어 task.title",""
"quest","7CC96CE9901F25BB","4293754F9B2D05F0","allthemodium.snbt","","","item","forbidden_arcanus:hephaestus_forge_tier_1","","설명은 있으나 명시적 quest.title 없음",""
"task","1C210EEEF2D7C052","4293754F9B2D05F0","allthemodium.snbt","","","","forbidden_arcanus:hephaestus_forge_tier_1","","명시적 task.title 없이 아이템 hover 사용",""
"quest","310969B8FE0A94DE","0E81CBCD6B1D1895","apotheosis_2.snbt","Apothic Spawners","Apothic Spawners","","","","한국어 파일의 영어 quest.title",""
"task","5225548C5219E0C6","0E81CBCD6B1D1895","apotheosis_2.snbt","","","","minecraft:spawner","","명시적 task.title 없이 아이템 hover 사용",""
"task","5F16431DBEAF97B0","0E81CBCD6B1D1895","apotheosis_2.snbt","","","Rune of Perpetual Twilight","apotheosis:ignore_light_spawner_rune","","명시적 task.title 없이 아이템 hover 사용",""
"task","7CA847C78EB1B215","0E81CBCD6B1D1895","apotheosis_2.snbt","","","Rune of Stupor","apotheosis:no_ai_spawner_rune","","명시적 task.title 없이 아이템 hover 사용",""
"task","65FF566B862C7211","0E81CBCD6B1D1895","apotheosis_2.snbt","","","Rune of Youth","apotheosis:youthful_spawner_rune","","명시적 task.title 없이 아이템 hover 사용",""
"task","5E1D4330184C7E38","0E81CBCD6B1D1895","apotheosis_2.snbt","","","Rune of Spawning Range","apotheosis:spawn_range_spawner_rune","","명시적 task.title 없이 아이템 hover 사용",""
"task","39E60F2CA2EFAB9E","0E81CBCD6B1D1895","apotheosis_2.snbt","","","Rune of Control","apotheosis:redstone_control_spawner_rune","","명시적 task.title 없이 아이템 hover 사용",""
"task","211FBEB0E4FF1FD6","0E81CBCD6B1D1895","apotheosis_2.snbt","","","Rune of Solitude","apotheosis:ignore_players_spawner_rune","","명시적 task.title 없이 아이템 hover 사용",""
"task","74B1D74F1C52D05C","0E81CBCD6B1D1895","apotheosis_2.snbt","","","Rune of Defiance","apotheosis:ignore_conditions_spawner_rune","","명시적 task.title 없이 아이템 hover 사용",""
"task","20D72B07EE11DDCB","0E81CBCD6B1D1895","apotheosis_2.snbt","","","","minecraft:quartz","","명시적 task.title 없이 아이템 hover 사용",""
"task","457F2333F0FC4029","0E81CBCD6B1D1895","apotheosis_2.snbt","","","Rune of Echoes","apotheosis:echoing_spawner_rune","","명시적 task.title 없이 아이템 hover 사용",""
"task","703ACE135A88F2DB","0E81CBCD6B1D1895","apotheosis_2.snbt","","","Rune of Debilitation","apotheosis:initial_health_spawner_rune","","명시적 task.title 없이 아이템 hover 사용",""
"task","227F63C049BD3C6E","0E81CBCD6B1D1895","apotheosis_2.snbt","","","Rune of Immolation","apotheosis:burning_spawner_rune","","명시적 task.title 없이 아이템 hover 사용",""
"task","262D81991CB885B3","0E81CBCD6B1D1895","apotheosis_2.snbt","","","Spawner Chain","apotheosis:spawner_chain","","명시적 task.title 없이 아이템 hover 사용",""
"task","449574D591A36201","0E81CBCD6B1D1895","apotheosis_2.snbt","","","","minecraft:tnt","","명시적 task.title 없이 아이템 hover 사용",""
"quest","17C87EB8ED8A27AB","0E81CBCD6B1D1895","apotheosis_2.snbt","","","Spawner Rune","apotheosis:spawner_rune","","설명은 있으나 명시적 quest.title 없음",""
"task","28D30A983F0E4E13","0E81CBCD6B1D1895","apotheosis_2.snbt","","","Spawner Rune","apotheosis:spawner_rune","","명시적 task.title 없이 아이템 hover 사용",""
"task","2FC5A74B43B9CA85","0E81CBCD6B1D1895","apotheosis_2.snbt","","","Rune of Silence","apotheosis:silent_spawner_rune","","명시적 task.title 없이 아이템 hover 사용",""
"quest","3F1430ADB648102F","0E81CBCD6B1D1895","apotheosis_2.snbt","","","Frontiersman's Spawner Upgrade Rune","apotheosis:frontier_spawner_upgrade_rune","","설명은 있으나 명시적 quest.title 없음",""
"task","36B1DF7B054D803A","0E81CBCD6B1D1895","apotheosis_2.snbt","","","Frontiersman's Spawner Upgrade Rune","apotheosis:frontier_spawner_upgrade_rune","","명시적 task.title 없이 아이템 hover 사용",""
"quest","17410BE15A81DD96","0E81CBCD6B1D1895","apotheosis_2.snbt","","","Wayfarer's Spawner Upgrade Rune","apotheosis:ascent_spawner_upgrade_rune","","설명은 있으나 명시적 quest.title 없음",""
"task","602E67E4865AF1C5","0E81CBCD6B1D1895","apotheosis_2.snbt","","","Wayfarer's Spawner Upgrade Rune","apotheosis:ascent_spawner_upgrade_rune","","명시적 task.title 없이 아이템 hover 사용",""
"quest","503AC506720FC59E","0E81CBCD6B1D1895","apotheosis_2.snbt","","","Infused Spawner Rune","apotheosis:infused_spawner_rune","","설명은 있으나 명시적 quest.title 없음",""
"task","74EAE4DBD6EBDACC","0E81CBCD6B1D1895","apotheosis_2.snbt","","","Infused Spawner Rune","apotheosis:infused_spawner_rune","","명시적 task.title 없이 아이템 hover 사용",""
"quest","7AC6A958936636D9","0E81CBCD6B1D1895","apotheosis_2.snbt","","","Mountaineer's Spawner Upgrade Rune","apotheosis:summit_spawner_upgrade_rune","","설명은 있으나 명시적 quest.title 없음",""
"task","3B2FCF1513B78FD5","0E81CBCD6B1D1895","apotheosis_2.snbt","","","Mountaineer's Spawner Upgrade Rune","apotheosis:summit_spawner_upgrade_rune","","명시적 task.title 없이 아이템 hover 사용",""
"quest","0E90577AC72749C4","0E81CBCD6B1D1895","apotheosis_2.snbt","","","Thundering Spawner Upgrade Rune","apotheosis:pinnacle_spawner_upgrade_rune","","설명은 있으나 명시적 quest.title 없음",""
"task","7C104CB6B4153203","0E81CBCD6B1D1895","apotheosis_2.snbt","","","Thundering Spawner Upgrade Rune","apotheosis:pinnacle_spawner_upgrade_rune","","명시적 task.title 없이 아이템 hover 사용",""
"task","146817D02B4E6F59","0731FA8830F28280","apotheosis_gear.snbt","","","","minecraft:smithing_table","","명시적 task.title 없이 아이템 hover 사용",""
"task","7330FAC338D718B8","12AD9789D962B179","apothic_enchanting.snbt","","","","minecraft:lapis_lazuli","","명시적 task.title 없이 아이템 hover 사용",""
"task","534457B54999863B","12AD9789D962B179","apothic_enchanting.snbt","","","","minecraft:budding_amethyst","","명시적 task.title 없이 아이템 hover 사용",""
"task","2F3D51FDCAEE0410","12AD9789D962B179","apothic_enchanting.snbt","","","","minecraft:echo_shard","","명시적 task.title 없이 아이템 hover 사용",""
"task","32E6C837728B2EF1","12AD9789D962B179","apothic_enchanting.snbt","","","","minecraft:book","","명시적 task.title 없이 아이템 hover 사용",""
"task","65D6DA1FFF0EEF80","12AD9789D962B179","apothic_enchanting.snbt","","","","minecraft:honey_bottle","","명시적 task.title 없이 아이템 hover 사용",""
"task","19B27A9C01279768","12AD9789D962B179","apothic_enchanting.snbt","","","Infused Spawner Rune","apotheosis:infused_spawner_rune","","명시적 task.title 없이 아이템 hover 사용",""
"task","7200EF4D0342BD05","12AD9789D962B179","apothic_enchanting.snbt","","","God-Fused Pearl","apotheosis:god_fused_pearl","","명시적 task.title 없이 아이템 hover 사용",""
"task","3A2AB68935A9DDD0","12AD9789D962B179","apothic_enchanting.snbt","","","Enchanting Table of the Raven","apothic_enchanting:raven_enchanting_table","","명시적 task.title 없이 아이템 hover 사용",""
"task","51A617F8FBBFA712","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","minecraft:book","","명시적 task.title 없이 아이템 hover 사용",""
"task","569B0D7ABC091612","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_intangible","","명시적 task.title 없이 아이템 hover 사용",""
"task","55B5FAA746D6C829","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_ignite","","명시적 task.title 없이 아이템 hover 사용",""
"task","615188F5D6F85423","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_flare","","명시적 task.title 없이 아이템 hover 사용",""
"task","75FB9F65DDF0403C","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_craft","","명시적 task.title 없이 아이템 hover 사용",""
"task","20E81CE5B5665DAF","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_cold_snap","","명시적 task.title 없이 아이템 hover 사용",""
"task","17D156865446035D","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_rune","","명시적 task.title 없이 아이템 hover 사용",""
"task","3472B3099BD5EE5D","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_snare","","명시적 task.title 없이 아이템 hover 사용",""
"task","6A60A533BDBCCAD9","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_slowfall","","명시적 task.title 없이 아이템 hover 사용",""
"task","12CE4920DABD0F98","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_freeze","","명시적 task.title 없이 아이템 hover 사용",""
"task","2CBB0C0E32E58128","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_split","","명시적 task.title 없이 아이템 hover 사용",""
"task","05AD66530B699FA0","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_crush","","명시적 task.title 없이 아이템 hover 사용",""
"task","21E1D29B5CD3372A","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_smelt","","명시적 task.title 없이 아이템 hover 사용",""
"task","761F5F98E18E824D","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_accelerate","","명시적 task.title 없이 아이템 hover 사용",""
"task","0AD6A125820795DE","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_summon_vex","","명시적 task.title 없이 아이템 hover 사용",""
"task","59CE7EAEA0C25808","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_lightning","","명시적 task.title 없이 아이템 hover 사용",""
"task","54E317444AF31DA0","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_grow","","명시적 task.title 없이 아이템 hover 사용",""
"task","3512BC20229693CD","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_dampen","","명시적 task.title 없이 아이템 hover 사용",""
"task","05BAF8FF07FD6A10","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_invisibility","","명시적 task.title 없이 아이템 hover 사용",""
"task","6E473A397B0824E4","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_extract","","명시적 task.title 없이 아이템 hover 사용",""
"task","312250C813E89B54","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_delay","","명시적 task.title 없이 아이템 hover 사용",""
"task","3F20F6E300F8E095","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_light","","명시적 task.title 없이 아이템 hover 사용",""
"task","353BF5D2B4D53BF5","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_duration_down","","명시적 task.title 없이 아이템 hover 사용",""
"task","105A471BB30BD30F","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_exchange","","명시적 task.title 없이 아이템 hover 사용",""
"task","52234A1EC13FC6A0","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_place_block","","명시적 task.title 없이 아이템 hover 사용",""
"task","5C9BC3699A5762CA","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_conjure_water","","명시적 task.title 없이 아이템 hover 사용",""
"task","651B06E6873F34CF","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_cut","","명시적 task.title 없이 아이템 hover 사용",""
"task","545B39FB8B2627AD","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_harm","","명시적 task.title 없이 아이템 hover 사용",""
"task","6B7078A98D08EC1F","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_interact","","명시적 task.title 없이 아이템 hover 사용",""
"task","32C20AFC9A4A0E0E","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_blink","","명시적 task.title 없이 아이템 hover 사용",""
"task","41EF535B718F674F","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_amplify","","명시적 task.title 없이 아이템 hover 사용",""
"task","405BF1E9FE690938","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_phantom_block","","명시적 task.title 없이 아이템 hover 사용",""
"task","7F2FC5D08E7B548B","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_fell","","명시적 task.title 없이 아이템 hover 사용",""
"task","56F8DEF68AA8B41C","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_extend_time","","명시적 task.title 없이 아이템 hover 사용",""
"task","53250785A630D303","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_heal","","명시적 task.title 없이 아이템 hover 사용",""
"task","38003743B695C5C1","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_leap","","명시적 task.title 없이 아이템 hover 사용",""
"task","23921DC99D9F19D8","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_redstone_signal","","명시적 task.title 없이 아이템 hover 사용",""
"task","04E0C481BB6ABD87","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_pierce","","명시적 task.title 없이 아이템 hover 사용",""
"task","10D3703D3C415FC3","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_harvest","","명시적 task.title 없이 아이템 hover 사용",""
"task","55DA99DF01D9C37C","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_fortune","","명시적 task.title 없이 아이템 hover 사용",""
"task","696076AA28E02C89","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_break","","명시적 task.title 없이 아이템 hover 사용",""
"task","44C797F6DFAF95D9","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_pickup","","명시적 task.title 없이 아이템 hover 사용",""
"task","486CF16F4F5C860E","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_launch","","명시적 task.title 없이 아이템 hover 사용",""
"task","54AED59019A9FC16","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_dispel","","명시적 task.title 없이 아이템 hover 사용",""
"task","3EBC8A668657B7E1","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_ender_inventory","","명시적 task.title 없이 아이템 hover 사용",""
"task","41A6ED0A1538D0A8","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_pull","","명시적 task.title 없이 아이템 hover 사용",""
"task","2626959A926C1054","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_explosion","","명시적 task.title 없이 아이템 hover 사용",""
"task","624F70371F036C65","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_fangs","","명시적 task.title 없이 아이템 hover 사용",""
"task","03829269308C4BC8","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_aoe","","명시적 task.title 없이 아이템 hover 사용",""
"task","27987EFDAC19DE52","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_gravity","","명시적 task.title 없이 아이템 hover 사용",""
"task","589EE0FDB1FB0FA9","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_wither","","명시적 task.title 없이 아이템 hover 사용",""
"task","3270B8D5C37F7F34","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_gust","","명시적 task.title 없이 아이템 hover 사용",""
"task","5A03F82C6B50D548","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_summon_steed","","명시적 task.title 없이 아이템 hover 사용",""
"task","29E06B429B4AE176","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_summon_wolves","","명시적 task.title 없이 아이템 hover 사용",""
"task","17413068980A17B1","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_underfoot","","명시적 task.title 없이 아이템 hover 사용",""
"task","72D77A51A69EDA71","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_summon_decoy","","명시적 task.title 없이 아이템 hover 사용",""
"task","2A80E3849EB6A71D","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_hex","","명시적 task.title 없이 아이템 hover 사용",""
"task","0DB8F107D55B420F","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_orbit","","명시적 task.title 없이 아이템 hover 사용",""
"task","21C6D6FA46FCE9E9","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_sensitive","","명시적 task.title 없이 아이템 hover 사용",""
"task","3282190E6DF860F4","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_decelerate","","명시적 task.title 없이 아이템 hover 사용",""
"task","496294EBE15C66AD","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_glide","","명시적 task.title 없이 아이템 hover 사용",""
"task","6EA660C81B613163","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_wind_shear","","명시적 task.title 없이 아이템 hover 사용",""
"task","598ED65E5C450F82","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_summon_undead","","명시적 task.title 없이 아이템 hover 사용",""
"task","46FA84B093CC1151","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_linger","","명시적 task.title 없이 아이템 hover 사용",""
"task","5DA75E54FF1EFE89","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_evaporate","","명시적 task.title 없이 아이템 hover 사용",""
"task","024EA8646EFADFF5","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_bounce","","명시적 task.title 없이 아이템 hover 사용",""
"task","352317A2806A9855","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_sense_magic","","명시적 task.title 없이 아이템 hover 사용",""
"task","34C8EB5C0EEE98DD","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_name","","명시적 task.title 없이 아이템 hover 사용",""
"task","7DCF09E4EFEC5D64","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_firework","","명시적 task.title 없이 아이템 hover 사용",""
"task","12EA0487A7DD255B","6AEDA2F9BEB57759","ars_nouveau.snbt","","","","ars_nouveau:glyph_toss","","명시적 task.title 없이 아이템 hover 사용",""
"quest","5C3FF43CF16BCF30","6AEDA2F9BEB57759","ars_nouveau.snbt","Sourcestone","마나석","","ars_nouveau:sourcestone","마나 돌","리소스팩 아이템명과 quest.title 불일치","마나 돌"
"quest","36CDA39C23D3AA2B","6AEDA2F9BEB57759","ars_nouveau.snbt","","","AllRightsReserved","","","설명은 있으나 명시적 quest.title 없음",""
"task","0E6876A34D1975EB","6AEDA2F9BEB57759","ars_nouveau.snbt","AllRightsReserved","AllRightsReserved","","","","한국어 파일의 영어 task.title",""
"task","388545A0E3B4930D","6AEDA2F9BEB57759","ars_nouveau.snbt","AllRightsReserved","AllRightsReserved","","","","한국어 파일의 영어 task.title",""
"quest","5CE44C58A470E48E","7AF827D2D101D343","artifacts.snbt","&l&3Artifacts","&l&3Artifacts","","","","한국어 파일의 영어 quest.title",""
"quest","5FD6A738754F6013","7AF827D2D101D343","artifacts.snbt","","","AllRightsReserved","","","설명은 있으나 명시적 quest.title 없음",""
"task","376652638B9221C9","7AF827D2D101D343","artifacts.snbt","AllRightsReserved","AllRightsReserved","","","","한국어 파일의 영어 task.title",""
"task","72E89066290E3040","7AF827D2D101D343","artifacts.snbt","AllRightsReserved","AllRightsReserved","","","","한국어 파일의 영어 task.title",""
"task","457DD21D7C4EAFB1","44F441765D7CB182","auroral.snbt","","","Glacial Basin","auroral:glacial_basin","","명시적 task.title 없이 아이템 hover 사용",""
"task","20716888277642A6","44F441765D7CB182","auroral.snbt","","","Aurora Bloom","auroral:aurora_bloom","","명시적 task.title 없이 아이템 hover 사용",""
"task","3167E721916AF6C1","44F441765D7CB182","auroral.snbt","","","Frozen Petals","auroral:frozen_petals","","명시적 task.title 없이 아이템 hover 사용",""
"task","441FE5DEDF8CBBA5","44F441765D7CB182","auroral.snbt","","","Unrefined Shimmersteel","auroral:unrefined_shimmersteel","","명시적 task.title 없이 아이템 hover 사용",""
"task","786FCB175199BC27","44F441765D7CB182","auroral.snbt","","","Shimmersteel Ingot","auroral:shimmersteel_ingot","","명시적 task.title 없이 아이템 hover 사용",""
"task","114DDA8A31E45D2A","44F441765D7CB182","auroral.snbt","","","Aurora Shard","auroral:aurora_shard","","명시적 task.title 없이 아이템 hover 사용",""
"task","2B69A6D96BE0B560","44F441765D7CB182","auroral.snbt","","","Shimmerweave Fabric","auroral:shimmerweave_fabric","","명시적 task.title 없이 아이템 hover 사용",""
"task","124FAE5D8E96472E","44F441765D7CB182","auroral.snbt","","","Shimmering Ice","auroral:shimmering_ice","","명시적 task.title 없이 아이템 hover 사용",""
"task","54B3B6843107681A","44F441765D7CB182","auroral.snbt","","","Smithing Template","auroral:shimmersteel_upgrade_smithing_template","","명시적 task.title 없이 아이템 hover 사용",""
"task","3F661DEDB8F05E65","44F441765D7CB182","auroral.snbt","","","","auroral:glow_leek_seeds","","명시적 task.title 없이 아이템 hover 사용",""
"task","4BA5E55E883C6A95","44F441765D7CB182","auroral.snbt","","","Glow-Leek","auroral:glow_leek","","명시적 task.title 없이 아이템 hover 사용",""
"task","7570E5AAAC5CCA39","44F441765D7CB182","auroral.snbt","","","","minecraft:ender_pearl","","명시적 task.title 없이 아이템 hover 사용",""
"task","2D7DFE3E4916820B","44F441765D7CB182","auroral.snbt","","","Cold Brewing Stand","auroral:cold_brewing_stand","","명시적 task.title 없이 아이템 hover 사용",""
"task","622132FE07075FC0","44F441765D7CB182","auroral.snbt","","","Hearthwood Log","auroral:hearthwood_log","","명시적 task.title 없이 아이템 hover 사용",""
"task","07BF89832C182E77","44F441765D7CB182","auroral.snbt","","","Aurora Lantern","auroral:aurora_lantern","","명시적 task.title 없이 아이템 hover 사용",""
"task","310D93B59ED7A655","44F441765D7CB182","auroral.snbt","","","","minecraft:snowball","","명시적 task.title 없이 아이템 hover 사용",""
"task","77862419495CD902","44F441765D7CB182","auroral.snbt","","","Aurora Shard","auroral:aurora_shard","","명시적 task.title 없이 아이템 hover 사용",""
