jar,bytes,status,namespaces,namespace_count,has_en_us,has_ko_kr,classification,error
bookshelf-neoforge-1.21.1-21.1.81.jar,328813,ok,bookshelf,1,True,False,en_only,
borderless-neoforge-1.21.1-1.7.5_1-all.jar,47359,ok,borderless,1,True,False,en_only,
botanypots-neoforge-1.21.1-21.1.44.jar,1068816,ok,botanypots,1,True,False,en_only,
botanypotsmystical-neoforge-1.21.1-21.1.12.jar,89696,ok,,0,False,False,no_target_language_file,
botanytrees-neoforge-1.21.1-21.1.7.jar,341853,ok,,0,False,False,no_target_language_file,
BrandonsCore-1.21.1-3.2.1.309.jar,1385131,ok,brandonscore,1,True,False,en_only,
BridgingMod-2.6.2+1.21.1.neoforge-release.jar,5924051,ok,bridgingmod,1,True,False,en_only,
buildinggadgets2-1.3.9.jar,3858597,ok,buildinggadgets2,1,True,False,en_only,
bwncr-neoforge-1.21.1-3.20.4.jar,28573,ok,bwncr,1,True,False,en_only,
Byzantine-1.21.1-51.jar,16077350,ok,,0,False,False,no_target_language_file,
cabletiers-neoforge-1.21.1-0.6.14.jar,1513344,ok,cabletiers,1,True,False,en_only,
caelus-neoforge-7.0.1+1.21.1.jar,50235,ok,caelus,1,True,True,en_and_ko,
camol-1.21.1-0.3.1.jar,62188,ok,camol,1,True,False,en_only,
catjammies-1.21-1.7.1.jar,8784,ok,,0,False,False,no_target_language_file,
cc-tweaked-1.21.1-forge-1.113.1.jar,3094722,ok,computercraft,1,True,True,en_and_ko,
cc-tweaked-1.21.1-forge-1.120.2.jar,3126327,ok,computercraft,1,True,True,en_and_ko,
charginggadgets-1.14.1.jar,67206,ok,charginggadgets,1,True,True,en_and_ko,
chipped-neoforge-1.21.1-4.0.2.jar,15020578,ok,chipped,1,True,False,en_only,
chisel-neoforge-2.0.1+mc1.21.1.jar,8268524,ok,chisel,1,True,False,en_only,
chromacarvings-1.21.1-0.2.0.jar,268974,ok,chromacarvings,1,True,False,en_only,
cleanswing-1.9.jar,8449,ok,,0,False,False,no_target_language_file,
cloth-config-15.0.140-neoforge.jar,1163890,ok,cloth-config2,1,True,True,en_and_ko,
CloudGlass-1.21.1-1.0.2.jar,81228,ok,cloudglass,1,True,False,en_only,
Clumps-neoforge-1.21.1-19.0.0.1.jar,18382,ok,,0,False,False,no_target_language_file,
cobblegengalore-1.21.1-0.2.9.jar,88880,ok,cobblegengalore,1,True,False,en_only,
cobweb-neoforge-1.21-1.4.0.jar,410948,ok,,0,False,False,no_target_language_file,
CodeChickenLib-1.21.1-4.6.1.529.jar,1538382,ok,codechickenlib,1,True,False,en_only,
colorfulhearts-neoforge-1.21.1-10.5.9.jar,156588,ok,colorfulhearts,1,True,False,en_only,
colorwheel-neoforge-1.2.9+mc1.21.1.jar,398004,ok,colorwheel,1,True,False,en_only,
colorwheel_patcher-neoforge-1.0.5+mc1.21.1.jar,210569,ok,,0,False,False,no_target_language_file,
comforts-neoforge-9.0.5+1.21.1.jar,422658,ok,comforts,1,True,True,en_and_ko,
common-storage-lib-neoforge-1.21.1-0.0.10.jar,309860,ok,common_storage_lib,1,True,False,en_only,
commoncapabilities-1.21.1-neoforge-2.11.5-363.jar,283956,ok,commoncapabilities,1,True,True,en_and_ko,
compactmachines-neoforge-7.0.81.jar,684420,ok,compactmachines,1,True,False,en_only,
connectedglass-1.1.14-neoforge-mc1.21.jar,819976,ok,connectedglass,1,True,True,en_and_ko,
connectivity-1.21.1-7.6.jar,114165,ok,,0,False,False,no_target_language_file,
ConstructionSticks-1.21.1-1.4.2.jar,264498,ok,constructionstick,1,True,False,en_only,
Controlling-neoforge-1.21.1-19.0.5.jar,77555,ok,controlling,1,True,True,en_and_ko,
cookingforblockheads-neoforge-1.21.1-21.1.24.jar,1266042,ok,cookingforblockheads,1,True,True,en_and_ko,
Corgilib-NeoForge-1.21.1-5.0.0.9.jar,309763,ok,,0,False,False,no_target_language_file,
cosmeticarmorreworked-1.21.1-v1-neoforge.jar,92722,ok,cosmeticarmorreworked,1,True,True,en_and_ko,
crafting_on_a_stick-1.21.0.6.jar,78732,ok,crafting_on_a_stick,1,True,True,en_and_ko,
craftingtweaks-neoforge-1.21.1-21.1.11.jar,256086,ok,craftingtweaks,1,True,False,en_only,
CrashAssistant-neoforge-1.20.6-1.21.4-1.11.12.jar,3481341,ok,,0,False,False,no_target_language_file,
crashutilities-9.0.4.jar,225310,ok,crashutilities,1,True,False,en_only,
create-1.21.1-6.0.10.jar,19123767,ok,create,1,True,True,en_and_ko,
create-enchantment-industry-2.5.3b.jar,1606407,ok,create_dragons_plus;create_enchantment_industry,2,True,False,en_only,
create_aquatic_ambitions-1.21.1-2.0.4.jar,1074131,ok,create_aquatic_ambitions,1,True,False,en_only,
create_hypertube-0.6.0-NEOFORGE.jar,546142,ok,create_hypertube,1,True,True,en_and_ko,
createaddition-1.7.0.jar,1705668,ok,createaddition,1,True,True,en_and_ko,
CreateDragonsPlus-1.11.7b.jar,1038830,ok,create_dragons_plus,1,True,False,en_only,
CreeperOverhaul-neoforge-1.21.1-4.0.6.jar,1185088,ok,creeperoverhaul,1,True,True,en_and_ko,
cristellib-neoforge-1.21.1-3.1.7.jar,583525,ok,cristellib,1,True,False,en_only,
cryonicconfig-neoforge-1.0.0+mc1.21.11.jar,133851,ok,,0,False,False,no_target_language_file,
crystalix-3.0.0.jar,817004,ok,crystalix,1,True,False,en_only,
CTM-1.21-1.2.1+3.jar,240791,ok,ctm,1,True,False,en_only,
Cucumber-1.21.1-8.0.16.jar,275588,ok,cucumber,1,True,True,en_and_ko,
cupboard-1.21.1-4.1.jar,30206,ok,,0,False,False,no_target_language_file,
curios-neoforge-9.5.1+1.21.1.jar,410690,ok,curios,1,True,True,en_and_ko,
cyclopscore-1.21.1-neoforge-1.29.3.jar,1161302,ok,cyclopscore,1,True,True,en_and_ko,
darkmodeeverywhere-neoforge-1.21.1-1.4.0.jar,39416,ok,darkmodeeverywhere,1,True,False,en_only,
deeperdarker-neoforge-1.21.1-1.4.1.jar,3906057,ok,deeperdarker,1,True,True,en_and_ko,
deimos-1.21.1-neoforge-2.7.jar,49576,ok,,0,False,False,no_target_language_file,
DimStorage-1.21.1-9.1.1.jar,179454,ok,dimstorage,1,True,True,en_and_ko,
disenchanting_table-merged-1.21.1-5.0.2.jar,306197,ok,disenchanting_table,1,True,False,en_only,
domum-ornamentum-1.0.234-snapshot-main.jar,1151596,ok,domum_ornamentum,1,True,False,en_only,
Draconic-Evolution-1.21.1-3.1.4.632.jar,6045942,ok,draconicevolution,1,True,False,en_only,
drippyloadingscreen_neoforge_3.1.5_MC_1.21.1.jar,168632,ok,drippyloadingscreen,1,True,False,en_only,
dummmmmmy-neoforge-1.21-2.1.0.jar,214030,ok,dummmmmmy,1,True,True,en_and_ko,
DungeonCrawl-NeoForge-1.21-2.3.17.jar,738480,ok,,0,False,False,no_target_language_file,
DungeonsArise-1.21.1-2.1.68-release.jar,11842679,ok,dungeons_arise,1,True,False,en_only,
dyenamics-1.21.1-3.4.2.jar,1198641,ok,dyenamics,1,True,False,en_only,
dyenamicsandfriends-1.21.1-2.2.2.jar,8361784,ok,dyenamicsandfriends,1,True,False,en_only,
dysoncubeproject-1.0.5.jar,538975,ok,dysoncubeproject,1,True,False,en_only,
easy-villagers-neoforge-1.21.1-1.1.42.jar,456700,ok,easy_villagers,1,True,True,en_and_ko,
EdivadLib-1.21-3.0.0.jar,14133,ok,,0,False,False,no_target_language_file,
elevatorid-neoforge-1.21.1-1.11.4.jar,191190,ok,elevatorid,1,True,True,en_and_ko,
enchdesc-neoforge-1.21.1-21.1.11.jar,82648,ok,enchdesc,1,True,True,en_and_ko,
enderdrives-neoforge-1.21.1-1.5.23.jar,506598,ok,enderdrives,1,True,False,en_only,
enderio-8.2.11-beta.jar,6592813,ok,enderio,1,True,True,en_and_ko,
endermanoverhaul-neoforge-1.21.1-2.0.3.jar,1330403,ok,endermanoverhaul,1,True,False,en_only,
EnderStorage-1.21.1-2.13.0.191.jar,264089,ok,enderstorage,1,True,True,en_and_ko,
energymeter-neoforge-1.21.1-0.5.2.jar,397310,ok,energymeter,1,True,False,en_only,
entangled-1.3.21-neoforge-mc1.21.jar,130872,ok,entangled,1,True,True,en_and_ko,
eternalstarlight-0.9.0+1.21.1+neoforge.jar,53135932,ok,eternal_starlight,1,True,False,en_only,
EuphoriaPatcher-1.9.3-r5.8.1-neoforge.jar,4210708,ok,,0,False,False,no_target_language_file,
everythingcopper-1.21.1-2.4.5.jar,620493,ok,everythingcopper,1,True,False,en_only,
evilcraft-1.21.1-neoforge-1.2.94.jar,2842684,ok,evilcraft;evilcraftcompat,2,True,True,en_and_ko,
expandedae-2.1.1.jar,496713,ok,expandedae,1,True,False,en_only,
experiencelib-1.21.1-1.2.1.jar,169856,ok,,0,False,False,no_target_language_file,
ExplorersCompass-1.21.1-3.4.0-neoforge.jar,174668,ok,explorerscompass,1,True,False,en_only,
Explorify v1.6.5.mod.jar,767884,ok,,0,False,False,no_target_language_file,
extended-industrialization-1.16.2-1.21.1.jar,2184894,ok,extended_industrialization,1,True,False,en_only,
ExtendedAE-1.21-2.2.35-neoforge.jar,5578031,ok,extendedae,1,True,True,en_and_ko,
ExtraDisks-1.21.1-4.0.15.jar,343628,ok,extradisks,1,True,True,en_and_ko,
ExtraStorage-1.21.1-5.0.10.jar,409193,ok,extrastorage,1,True,True,en_and_ko,
ExtremeReactors2-1.21.1-2.4.28.jar,2554779,ok,bigreactors,1,True,False,en_only,
ExtremeSoundMuffler-3.56_NeoForge-1.21.jar,270115,ok,extremesoundmuffler,1,True,False,en_only,
factory_blocks-neoforge-1.4.0+mc1.21.1.jar,809234,ok,factory_blocks,1,True,False,en_only,
fancymenu_neoforge_3.9.12_MC_1.21.1.jar,25912346,ok,fancymenu,1,True,True,en_and_ko,
FarmersDelight-1.21.1-1.3.3.jar,3160883,ok,farmersdelight,1,True,True,en_and_ko,
farmingforblockheads-neoforge-1.21.1-21.1.13.jar,830933,ok,farmingforblockheads,1,True,True,en_and_ko,
FastFurnace-1.21.1-9.0.1.jar,4623,ok,,0,False,False,no_target_language_file,
FastSuite-1.21.1-6.0.7.jar,28193,ok,,0,False,False,no_target_language_file,
FastWorkbench-1.21.1-9.1.3.jar,28635,ok,fastbench,1,True,False,en_only,
ferritecore-7.0.3-neoforge.jar,121559,ok,,0,False,False,no_target_language_file,
fireproofboats-1.21.1-1.0.4.jar,39734,ok,fireproofboats,1,True,False,en_only,
flickerfix-1.21.1-6.1.0.jar,4566,ok,,0,False,False,no_target_language_file,
FluxNetworks-1.21.1-8.0.0.jar,535938,ok,fluxnetworks,1,True,False,en_only,
forbidden_arcanus-2.6.1.jar,3402083,ok,forbidden_arcanus,1,True,False,en_only,
formations-1.0.4-neoforge-mc1.21.jar,287525,ok,formations,1,True,False,en_only,
formationsnether-1.0.5a-mc1.21+.jar,941764,ok,,0,False,False,no_target_language_file,
formationsoverworld-1.0.5a-mc1.21+.jar,873168,ok,,0,False,False,no_target_language_file,
FramedBlocks-10.6.1.jar,4306703,ok,framedblocks,1,True,False,en_only,
framework-neoforge-1.21.1-0.13.11.jar,387334,ok,,0,False,False,no_target_language_file,
ftb-chunks-neoforge-2101.1.21.jar,655753,ok,ftbchunks,1,True,True,en_and_ko,
ftb-essentials-neoforge-2101.1.10.jar,217288,ok,ftbessentials,1,True,False,en_only,
ftb-filter-system-neoforge-21.1.4.jar,211671,ok,ftbfiltersystem,1,True,False,en_only,
ftb-jei-extras-21.1.7.jar,69759,ok,ftbjeiextras,1,True,False,en_only,
ftb-library-neoforge-2101.1.35.jar,1439018,ok,ftblibrary,1,True,False,en_only,
ftb-quests-neoforge-2101.1.34.jar,1609252,ok,ftbquests,1,True,False,en_only,
ftb-ranks-neoforge-2101.1.4.jar,88517,ok,,0,False,False,no_target_language_file,
ftb-teams-neoforge-2101.1.11.jar,308236,ok,ftbteams,1,True,True,en_and_ko,
ftb-ultimine-neoforge-2101.1.15.jar,177109,ok,ftbultimine,1,True,True,en_and_ko,
ftb-xmod-compat-neoforge-21.1.11.jar,153045,ok,ftbxmodcompat,1,True,False,en_only,
ftbquestslangsplitter-1.0.7.jar,201642,ok,ftbquestslangsplitter,1,True,False,en_only,
fuelgoeshere-1.21.1-1.2.0.jar,7564,ok,,0,False,False,no_target_language_file,
functionalstorage-1.21.1-1.5.8.jar,810628,ok,functionalstorage,1,True,True,en_and_ko,
fusion-1.3.14a-neoforge-mc1.21.1.jar,945452,ok,fusion,1,True,False,en_only,
fzzy_config-0.7.6+1.21+neoforge.jar,2369895,ok,fzzy_config,1,True,False,en_only,
GatewaysToEternity-1.21.1-5.1.0.jar,646451,ok,gateways,1,True,False,en_only,
geckolib-neoforge-1.21.1-4.9.2.jar,630584,ok,,0,False,False,no_target_language_file,
generatorgalore-1.21.1-1.7.0.jar,398332,ok,generatorgalore,1,True,False,en_only,
getittogetherdrops-neoforge-1.21.5-1.4.jar,8825,ok,getittogetherdrops,1,True,False,en_only,
Glassential-renewed-1.21.1-3.4.5.jar,702249,ok,glassential,1,True,True,en_and_ko,
Glodium-1.21-2.2-neoforge.jar,61377,ok,,0,False,False,no_target_language_file,
GravitationalModulatingAdditionalUnit-1.21.1-6.4.jar,40188,ok,gmut,1,True,True,en_and_ko,
guideme-21.1.17.jar,9309396,ok,guideme,1,True,False,en_only,
handcrafted-neoforge-1.21.1-4.0.3.jar,7132842,ok,handcrafted,1,True,True,en_and_ko,
hardenedarmadillos-1.21.1-0.2.0.jar,10389,ok,hardenedarmadillos,1,True,False,en_only,
HellishTrials-neoforge-1.0.5.jar,581988,ok,,0,False,False,no_target_language_file,
herbsandharvest-1.21.1-19.jar,17802049,ok,herbsandharvest,1,True,False,en_only,
heyberryshutup-1.21.0-2.0.4.jar,6186,ok,,0,False,False,no_target_language_file,
HostileNeuralNetworks-1.21.1-6.5.1.jar,490546,ok,hostilenetworks,1,True,True,en_and_ko,
iceandfire-2.0-beta.17.jar,20848811,ok,iceandfire,1,True,True,en_and_ko,
Iceberg-1.21.1-neoforge-1.3.2.jar,213853,ok,,0,False,False,no_target_language_file,
illagerwarship-1.0.1-neoforge-1.21.1.jar,71280,ok,illagerwarship,1,True,False,en_only,
imfast-NEOFORGE-1.21.1-1.0.3.jar,4193,ok,imfast,1,True,False,en_only,
ImmediatelyFast-NeoForge-1.6.13+1.21.1.jar,362740,ok,,0,False,False,no_target_language_file,
Immersive-Energistics-1.1.0-beta.jar,40560,ok,immeng,1,True,False,en_only,
ImmersiveEngineering-1.21.1-12.4.2-194.jar,14232121,ok,immersiveengineering,1,True,True,en_and_ko,
incontrol-1.21-10.2.7.jar,347354,ok,,0,False,False,no_target_language_file,
industrial-foregoing-souls-1.21.1-1.10.7.jar,136908,ok,industrialforegoingsouls,1,True,False,en_only,
industrialforegoing-1.21-3.6.39.jar,4717149,ok,industrialforegoing,1,True,True,en_and_ko,
industrialization_overdrive-1.12.2+1.21.1.jar,119146,ok,industrialization_overdrive,1,True,False,en_only,
integratedcrafting-1.21.1-neoforge-1.5.0-646.jar,405503,ok,integratedcrafting,1,True,True,en_and_ko,
integrateddynamics-1.21.1-neoforge-1.35.0-1981.jar,4377435,ok,integrateddynamics;integrateddynamicscompat,2,True,True,en_and_ko,
integratedscripting-1.21.1-neoforge-1.0.26.jar,29420242,ok,integratedscripting,1,True,True,en_and_ko,
integratedterminals-1.21.1-neoforge-1.8.0-840.jar,698822,ok,integratedterminals;integratedterminalscompat,2,True,True,en_and_ko,
integratedtunnels-1.21.1-neoforge-1.10.0-729.jar,721151,ok,integratedtunnels,1,True,True,en_and_ko,
interdimensionalwirelesstransmitter-neoforge-1.21.1-0.1.5.jar,141867,ok,interdimensionalwirelesstransmitter,1,True,False,en_only,
invasiveopts-1.0.23.jar,262530,ok,invasiveopts,1,True,False,en_only,
invtweaks-1.21.1-1.3.2.jar,77127,ok,invtweaks,1,True,False,en_only,
iris-neoforge-1.8.14-beta.1+mc1.21.1.jar,2540723,ok,iris,1,True,True,en_and_ko,
IrisSearch-1.6.1-neoforge.jar,200176,ok,iris_search,1,True,False,en_only,
ironfurnaces-neoforge-1.21.1-4.3.2.jar,576866,ok,ironfurnaces,1,True,False,en_only,
IronJetpacks-1.21.1-8.0.11.jar,154859,ok,ironjetpacks,1,True,False,en_only,
irons_jewelry-1.21.1-2.0.2.jar,731614,ok,irons_jewelry,1,True,True,en_and_ko,
irons_lib-1.21.1-2.1.0.jar,406284,ok,irons_lib;irons_patreon_lib,2,True,False,en_only,
irons_spellbooks-1.21.1-3.16.3.jar,13890046,ok,irons_spellbooks,1,True,True,en_and_ko,
itemcollectors-1.1.10-neoforge-mc1.21.jar,100837,ok,itemcollectors,1,True,True,en_and_ko,
Jade-1.21.1-NeoForge-15.10.6.jar,726853,ok,jade,1,True,True,en_and_ko,
jearchaeology-1.21.1-1.2.0.jar,53509,ok,jearchaeology,1,True,False,en_only,
jei-1.21.1-neoforge-19.50.0.414.jar,1787629,ok,jei,1,True,True,en_and_ko,
journeymap-neoforge-1.21.1-6.0.6.jar,4299627,ok,journeymap,1,True,True,en_and_ko,
jumpboat-1.21.0-1.0.5.jar,5328,ok,,0,False,False,no_target_language_file,
jupiter-2.3.7-1.21.1-neoforge.jar,278988,ok,jupiter,1,True,False,en_only,
justdirethings-1.5.7.jar,2853190,ok,justdirethings,1,True,False,en_only,
justenoughbreeding-neoforge-1.21.1-3.2.1.jar,593705,ok,justenoughbreeding,1,True,False,en_only,
JustEnoughMekanismMultiblocks-1.21.1-7.18.jar,188415,ok,jei_mekanism_multiblocks,1,True,True,en_and_ko,
JustEnoughProfessions-neoforge-1.21.1-4.0.5.jar,24879,ok,justenoughprofessions,1,True,False,en_only,
justzoom_neoforge_2.1.0_MC_1.21.1.jar,43798,ok,justzoom,1,True,False,en_only,
keybindbundles-1.4.0.jar,89565,ok,keybindbundles,1,True,False,en_only,
KeybindsPurger-1.4.0-neoforge-1.21.1.jar,39710,ok,keybindspurger,1,True,False,en_only,
konkrete_neoforge_1.9.9_MC_1.21.jar,618842,ok,,0,False,False,no_target_language_file,
kotlinforforge-5.12.0-all.jar,7279276,ok,,0,False,False,no_target_language_file,
kubejs-neoforge-2101.7.2-build.374.jar,2292654,ok,,0,False,False,no_target_language_file,
kubejstweaks-1.0.6.jar,421764,ok,kubejstweaks,1,True,False,en_only,
L_Ender's Cataclysm 1.21.1-3.33.jar,73375661,ok,cataclysm,1,True,True,en_and_ko,
laserbridges-1.21.1-neoforge-6.jar,211267,ok,laserbridges,1,True,False,en_only,
laserio-1.9.11.jar,1305285,ok,laserio,1,True,False,en_only,
lionfishapi-3.1.jar,91596,ok,lionfishapi,1,True,False,en_only,
lithostitched-1.8.0+beta4-neoforge-21.1.jar,954028,ok,,0,False,False,no_target_language_file,
little-big-redstone-1.9.10-1.21.1.jar,1406405,ok,little_big_redstone,1,True,False,en_only,
livingthings-neoforge-1.21.1-2.3.1.jar,964896,ok,livingthings,1,True,False,en_only,
lmft-1.1.1+1.21.9-neoforge.jar,78624,ok,,0,False,False,no_target_language_file,
logisticsnetworks-1.21.1-1.13.0.jar,1228886,ok,logisticsnetworks,1,True,False,en_only,
lootr-neoforge-1.21.1-1.11.38.124.jar,994918,ok,lootr,1,True,True,en_and_ko,
luminax-1.3.1_neoforge_1.21.1.jar,704672,ok,luminax,1,True,False,en_only,
mahoutsukai-1.21.1-v1.36.27.jar,5045082,ok,mahoutsukai,1,True,True,en_and_ko,
mcjtylib-1.21-9.0.21.jar,699982,ok,mcjtylib,1,True,False,en_only,
mcw-bridges-3.1.2-mc1.21.1neoforge.jar,661387,ok,mcwbridges,1,True,True,en_and_ko,
mcw-doors-1.1.5-mc1.21.1neoforge.jar,1190404,ok,mcwdoors,1,True,True,en_and_ko,
mcw-furniture-3.4.1-mc1.21.1neoforge.jar,2080436,ok,mcwfurnitures,1,True,True,en_and_ko,
mcw-holidays-1.1.2-mc1.21.1neoforge.jar,1012915,ok,mcwholidays,1,True,True,en_and_ko,
mcw-lights-1.1.5-mc1.21.1neoforge.jar,525744,ok,mcwlights,1,True,True,en_and_ko,
mcw-mcwfences-1.2.1-mc1.21.1neoforge.jar,673871,ok,mcwfences,1,True,True,en_and_ko,
mcw-mcwpaths-1.1.1-mc1.21.1neoforge.jar,777742,ok,mcwpaths,1,True,False,en_only,
mcw-mcwstairs-1.0.2-mc1.21.1neoforge.jar,529082,ok,mcwstairs,1,True,True,en_and_ko,
mcw-mcwwindows-2.4.2-mc1.21.1neoforge.jar,1261268,ok,mcwwindows,1,True,True,en_and_ko,
mcw-roofs-2.3.2-mc1.21.1neoforge.jar,1784829,ok,mcwroofs,1,True,False,en_only,
mcw-trapdoors-1.1.5-mc1.21.1neoforge.jar,572870,ok,mcwtrpdoors,1,True,True,en_and_ko,
Measurements-neoforge-1.21.1-3.0.3.jar,47632,ok,measurements,1,True,False,en_only,
megacells-4.11.0.jar,1137276,ok,megacells,1,True,False,en_only,
Mekanism-1.21.1-10.7.19.85.jar,11976009,ok,mekanism,1,True,True,en_and_ko,
mekanismcovers-1.3-BETA+1.21.jar,136513,ok,mekanismcovers,1,True,False,en_only,
MekanismGenerators-1.21.1-10.7.19.85.jar,1114598,ok,mekanismgenerators,1,True,True,en_and_ko,
MekanismTools-1.21.1-10.7.19.85.jar,526620,ok,mekanismtools,1,True,True,en_and_ko,
