candidate,namespace,current_en_keys,legacy_ko_keys,shared_key_candidates,missing_in_legacy,legacy_only_keys,current_key_coverage_percent,note
all-the-mods-10_5.4_resourcepack.zip,refinedstorage_jei_integration,10,10,10,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,refinedstorage_curios_integration,1,1,1,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,refinedstorage,788,768,768,20,0,97.46,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,redstonepen,72,72,72,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,rechiseledcreate,243,187,187,56,0,76.95,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,rechiseled,3656,1222,1221,2435,1,33.40,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,rarcompat,0,273,0,0,273,,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,rangedpumps,9,9,9,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,rainbows,1,1,1,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,railcraft,1075,3,0,1075,3,0.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,quarryplus,240,211,211,29,0,87.92,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,pylons,94,84,84,10,0,89.36,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,productivetrees,4149,2,0,4149,2,0.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,productivemetalworks,376,4,0,376,4,0.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,productivebees,1118,4,0,1118,4,0.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,powah,190,190,190,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,potionsmaster,15,237,15,0,222,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,polymorph,3,3,3,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,polylib,13,13,13,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,pocketstorage,28,28,28,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,pneumaticcraft,2268,2229,2228,40,1,98.24,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,placebo,6,6,6,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,pipez,84,84,84,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,patchouli,92,92,92,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,pamhc2trees,158,158,158,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,pamhc2foodextended,872,872,872,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,pamhc2foodcore,203,203,203,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,pamhc2crops,320,320,320,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,owo,25,52,16,9,36,64.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,oritech,1255,1325,1012,243,313,80.64,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,oracle_index,17,8,8,9,0,47.06,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,occultism,3587,3189,3164,423,25,88.21,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,observable,34,34,34,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,not_enough_glyphs,249,234,202,47,32,81.12,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,notenoughanimations,107,96,96,11,0,89.72,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,nolijium,0,124,0,0,124,,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,nochatreports,129,129,129,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,neo_auth,45,45,45,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,naturescompass,44,43,43,1,0,97.73,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,naturesaura,242,2,0,242,2,0.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,mysticalagriculture,745,3,0,745,3,0.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,mysticalagradditions,104,104,104,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,multipiston,2,2,2,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,mostructures,27,27,27,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,morered,51,51,51,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,moreoverlays,40,40,40,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,moonlight,88,46,45,43,1,51.14,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,modularrouters,371,2,0,371,2,0.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,modularbees,54,3,0,54,3,0.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,modonomicon,215,214,214,1,0,99.53,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,modern_industrialization,1767,1767,1767,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,modernfix,155,155,155,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,moderndynamics,72,72,72,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,mob_grinding_utils,146,146,146,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,mininggadgets,85,85,85,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,minecolonies,3817,3781,3774,43,7,98.87,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,mifa,3,3,3,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,mffs,181,181,181,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,merrymaking,472,6,0,472,6,0.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,merequester,27,27,27,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,memorysettings,8,8,8,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,mekmm,558,481,462,96,19,82.80,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,mekanisticrouters,13,13,13,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,mekanismtools,800,800,800,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,mekanismgenerators,364,364,364,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,mekanismcovers,3,3,3,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,mekanism,3239,3239,3239,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,megacells,134,128,128,6,0,95.52,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,measurements,15,15,15,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,mcwwindows,326,326,326,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,mcwtrpdoors,201,201,201,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,mcwstairs,228,228,228,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,mcwroofs,610,610,610,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,mcwpaths,318,318,318,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,mcwlights,146,146,146,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,mcwholidays,338,338,338,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,mcwfurnitures,661,661,661,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,mcwfences,184,184,184,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,mcwdoors,288,266,266,22,0,92.36,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,mcwbridges,156,150,150,6,0,96.15,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,mcjtylib,3,3,3,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,mahoutsukai,1923,1921,1921,2,0,99.90,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,luminax,193,193,193,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,lootr,217,162,159,58,3,73.27,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,lollipop,50,50,50,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,livingthings,106,3,0,106,3,0.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,little_big_redstone,293,213,209,84,4,71.33,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,lionfishapi,4,4,3,1,1,75.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,legendarytooltips,0,1,0,0,1,,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,laserio,95,4,0,95,4,0.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,laserbridges,7,7,7,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,kubejstweaks,4,4,4,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,keybindspurger,4,4,4,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,keybindbundles,26,26,26,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,justzoom,29,29,29,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,justenoughprofessions,1,1,1,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,justenoughbreeding,22,5,5,17,0,22.73,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,justdirethings,488,1,0,488,1,0.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,jupiter,45,19,16,29,3,35.56,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,journeymap,1378,1218,1213,165,5,88.03,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,jei_mekanism_multiblocks,77,62,62,15,0,80.52,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,jei,305,305,305,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,jearchaeology,156,23,23,133,0,14.74,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
