kind,object_id,chapter_id,chapter_file,source_value,current_korean,fallback_value,item_id,resourcepack_translation,problem_type,applied_fix
task,2B28D1AD78B524D7,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,Gilded Chiseled Polished Darkstone,forbidden_arcanus:gilded_chiseled_polished_darkstone,,명시적 task.title 없이 아이템 hover 사용,
task,4F50E1232E3644B7,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,Chiseled Arcane Polished Darkstone,forbidden_arcanus:chiseled_arcane_polished_darkstone,,명시적 task.title 없이 아이템 hover 사용,
task,0DEBFF0F14C61C43,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,Arcane Crystal Obelisk,forbidden_arcanus:arcane_crystal_obelisk,,명시적 task.title 없이 아이템 hover 사용,
task,5B8929528E39AB08,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,Polished Darkstone Slab,forbidden_arcanus:polished_darkstone_slab,,명시적 task.title 없이 아이템 hover 사용,
task,44FD818326EEC3AD,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,Polished Darkstone Stairs,forbidden_arcanus:polished_darkstone_stairs,,명시적 task.title 없이 아이템 hover 사용,
task,011E30F347E83CB2,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,Arcane Polished Darkstone,forbidden_arcanus:arcane_polished_darkstone,,명시적 task.title 없이 아이템 hover 사용,
task,17E7292A23B7575C,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,Rune Block,forbidden_arcanus:rune_block,,명시적 task.title 없이 아이템 hover 사용,
task,427E0446EBF8DB9C,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,Polished Darkstone,forbidden_arcanus:polished_darkstone,,명시적 task.title 없이 아이템 hover 사용,
task,32A9FB970942639D,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,Polished Darkstone,forbidden_arcanus:polished_darkstone,,명시적 task.title 없이 아이템 hover 사용,
task,1F7290B6CB87B34C,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,Polished Darkstone,forbidden_arcanus:polished_darkstone,,명시적 task.title 없이 아이템 hover 사용,
task,5B01815F8338D67D,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,,modern_industrialization:star_altar,,명시적 task.title 없이 아이템 hover 사용,
task,7A2327D70A6D7B81,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,,modern_industrialization:runic_enchanter,,명시적 task.title 없이 아이템 hover 사용,
task,61ADB88357040DC1,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,Quantum Injector,forbidden_arcanus:quantum_injector,,명시적 task.title 없이 아이템 hover 사용,
task,4994EFF3C153220F,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,,minecraft:soul_lantern,,명시적 task.title 없이 아이템 hover 사용,
task,5BCD83C6A9F1AE62,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,,minecraft:enchanting_table,,명시적 task.title 없이 아이템 hover 사용,
task,2B37453057B67C7F,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,Darkstone Pedestal,forbidden_arcanus:darkstone_pedestal,,명시적 task.title 없이 아이템 hover 사용,
task,2C465A0C9D467EE6,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,Arcane Polished Darkstone Pillar,forbidden_arcanus:arcane_polished_darkstone_pillar,,명시적 task.title 없이 아이템 hover 사용,
task,06B684FC67357904,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,Gilded Chiseled Polished Darkstone,forbidden_arcanus:gilded_chiseled_polished_darkstone,,명시적 task.title 없이 아이템 hover 사용,
task,47305ED54BCD86EE,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,Polished Darkstone Slab,forbidden_arcanus:polished_darkstone_slab,,명시적 task.title 없이 아이템 hover 사용,
task,66210A64E26E2AAD,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,Polished Darkstone Stairs,forbidden_arcanus:polished_darkstone_stairs,,명시적 task.title 없이 아이템 hover 사용,
task,111A01CE548EA9D2,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,Rune Block,forbidden_arcanus:rune_block,,명시적 task.title 없이 아이템 hover 사용,
task,41C5BF6EDEF88B0B,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,Arcane Crystal Block,forbidden_arcanus:arcane_crystal_block,,명시적 task.title 없이 아이템 hover 사용,
task,78C75365A80FF86C,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,Polished Darkstone,forbidden_arcanus:polished_darkstone,,명시적 task.title 없이 아이템 hover 사용,
task,549AEB818E9FBE83,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,Polished Darkstone,forbidden_arcanus:polished_darkstone,,명시적 task.title 없이 아이템 hover 사용,
task,1F2FBA163417B722,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,Energy Cell (Creative),powah:energy_cell_creative,,명시적 task.title 없이 아이템 hover 사용,
task,1CE2A1DA52F7DED9,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,크리에이티브 에너지 큐브,mekanism:creative_energy_cube,,명시적 task.title 없이 아이템 hover 사용,
task,28CF7D588D7A5D94,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,%s Jetpack,ironjetpacks:jetpack,,명시적 task.title 없이 아이템 hover 사용,
task,396B0AA4DB69865D,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,Creative Compressed Iron Block,pneumaticcraft:creative_compressed_iron_block,,명시적 task.title 없이 아이템 hover 사용,
task,2FABE0B440708CBD,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,Creative Compressor,pneumaticcraft:creative_compressor,,명시적 task.title 없이 아이템 hover 사용,
task,7847F14EE9F89795,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,Creative Spell Book,allthearcanistgear:creative_spell_book,,명시적 task.title 없이 아이템 hover 사용,
task,32AF51D9DC702D32,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,크리에이티브 유리 단지,ars_nouveau:creative_source_jar,,명시적 task.title 없이 아이템 hover 사용,
task,5B87D7736D0C2703,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,크레에이티브 에너지 배터리,integrateddynamics:energy_battery_creative,,명시적 task.title 없이 아이템 hover 사용,
task,7EF001DCBCF16E73,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,크리에이티브 에너지 셀,ae2:creative_energy_cell,크리에이티브 에너지 셀,명시적 task.title 없이 아이템 hover 사용,크리에이티브 에너지 셀
task,66D07CEEB6655550,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,Creative Locomotive,railcraft:creative_locomotive,,명시적 task.title 없이 아이템 hover 사용,
task,377C33C915788F16,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,Creative Blood Drop,evilcraft:creative_blood_drop,,명시적 task.title 없이 아이템 hover 사용,
task,7CB5927898DE12B0,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,ATM의 별 블록,allthetweaks:atm_star_block,,명시적 task.title 없이 아이템 hover 사용,
task,24321595C5F52B83,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,ATM의 별 조각,allthetweaks:atm_star_shard,,명시적 task.title 없이 아이템 hover 사용,
task,62068A985511BC38,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,Sea Prism,forbidden_arcanus:sea_prism,,명시적 task.title 없이 아이템 hover 사용,
task,3037DBA8FE5A626A,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,Terrastomp Prism,forbidden_arcanus:terrastomp_prism,,명시적 task.title 없이 아이템 hover 사용,
task,3DCEA2AA469E51D5,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,Whirlwind Prism,forbidden_arcanus:whirlwind_prism,,명시적 task.title 없이 아이템 hover 사용,
task,4A7B709BC4B3EFF8,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,Smelter Prism,forbidden_arcanus:smelter_prism,,명시적 task.title 없이 아이템 hover 사용,
task,7506FBABAE45AB25,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,Soul Binding Crystal,forbidden_arcanus:soul_binding_crystal,,명시적 task.title 없이 아이템 hover 사용,
task,6E849DDBE1319A40,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,,kubejs:atm_star_shard_1,,명시적 task.title 없이 아이템 hover 사용,
task,243AA6B32F9B4F79,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,,kubejs:atm_star_shard_2,,명시적 task.title 없이 아이템 hover 사용,
task,5A1B5978D8C2574C,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,,kubejs:atm_star_shard_5,,명시적 task.title 없이 아이템 hover 사용,
task,697C7D9A4E9466D9,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,,kubejs:atm_star_shard_4,,명시적 task.title 없이 아이템 hover 사용,
task,259990BB80D272C4,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,,kubejs:atm_star_shard_3,,명시적 task.title 없이 아이템 hover 사용,
task,25AE4E531CE97B98,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,분쇄기,mekanism:crusher,,명시적 task.title 없이 아이템 hover 사용,
quest,635BA2C17458E9E6,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,Atomic Reconstructor,actuallyadditions:atomic_reconstructor,,설명은 있으나 명시적 quest.title 없음,
task,5009176C08B11874,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,Atomic Reconstructor,actuallyadditions:atomic_reconstructor,,명시적 task.title 없이 아이템 hover 사용,
task,47386367EF7911CB,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,Lens of Certain Death,actuallyadditions:lens_of_certain_death,,명시적 task.title 없이 아이템 hover 사용,
task,547CD5C257EE622C,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,Lens of the Killer (WIP),actuallyadditions:lens_of_the_killer,,명시적 task.title 없이 아이템 hover 사용,
quest,4A6B585C2394A89A,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,주입된 드래곤의 숨결,apothic_enchanting:infused_breath,,설명은 있으나 명시적 quest.title 없음,
task,5825A49FC04949D1,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,주입된 드래곤의 숨결,apothic_enchanting:infused_breath,,명시적 task.title 없이 아이템 hover 사용,
task,012550B8C5B1BBCC,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,,minecraft:enchanted_book,,명시적 task.title 없이 아이템 hover 사용,
task,4F0B4843BED80B46,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,"{""extra"":[{""italic"":false,""text"":""Infused Patrick Star""}],""text"":""""}",allthetweaks:patrick_star,,명시적 task.title 없이 아이템 hover 사용,
task,4F0B4843BED80B46,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,"{""extra"":[{""italic"":false,""text"":""Infused Patrick Star""}],""text"":""""}",allthetweaks:patrick_star,,영어 custom_name 또는 literal component,
task,1399A1FA540CF863,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,Mundabitur Dust,forbidden_arcanus:mundabitur_dust,,명시적 task.title 없이 아이템 hover 사용,
task,74C339EDFD72642A,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,Corrupti Dust,forbidden_arcanus:corrupti_dust,,명시적 task.title 없이 아이템 hover 사용,
task,7F8F61CB2A5279F1,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,Arcane Crystal,forbidden_arcanus:arcane_crystal,,명시적 task.title 없이 아이템 hover 사용,
task,3677156DC4D715D5,24151251C8730F2E,aether.snbt,,,,minecraft:glowstone,,명시적 task.title 없이 아이템 hover 사용,
task,7033C2D58700433D,24151251C8730F2E,aether.snbt,,,,minecraft:water_bucket,,명시적 task.title 없이 아이템 hover 사용,
task,7DA77B866E7DF728,24151251C8730F2E,aether.snbt,,,Ambrosium Shard,aether:ambrosium_shard,,명시적 task.title 없이 아이템 hover 사용,
task,67707A826D1A1337,24151251C8730F2E,aether.snbt,,,Zanite Gemstone,aether:zanite_gemstone,,명시적 task.title 없이 아이템 hover 사용,
task,2E911CF06510EB05,24151251C8730F2E,aether.snbt,,,Altar,aether:altar,,명시적 task.title 없이 아이템 hover 사용,
task,0B20416A98132C65,24151251C8730F2E,aether.snbt,,,Freezer,aether:freezer,,명시적 task.title 없이 아이템 hover 사용,
task,5018DE68260158A1,24151251C8730F2E,aether.snbt,,,Incubator,aether:incubator,,명시적 task.title 없이 아이템 hover 사용,
task,587E369A73B76F18,24151251C8730F2E,aether.snbt,,,Enchanted Gravitite,aether:enchanted_gravitite,,명시적 task.title 없이 아이템 hover 사용,
task,1394C7F365AFB52B,24151251C8730F2E,aether.snbt,,,Skyroot Log,aether:skyroot_log,,명시적 task.title 없이 아이템 hover 사용,
task,3E9CC093DC7DB502,24151251C8730F2E,aether.snbt,,,Holystone,aether:holystone,,명시적 task.title 없이 아이템 hover 사용,
task,56B5E0BDD704055F,24151251C8730F2E,aether.snbt,,,Bronze Key,aether:bronze_dungeon_key,,명시적 task.title 없이 아이템 hover 사용,
task,4E676641BF03AE4B,24151251C8730F2E,aether.snbt,,,Lightning Knife,aether:lightning_knife,,명시적 task.title 없이 아이템 hover 사용,
task,32B9C9FEE996ECC7,24151251C8730F2E,aether.snbt,,,Flaming Sword,aether:flaming_sword,,명시적 task.title 없이 아이템 hover 사용,
task,2CA290D3BA23CFBE,24151251C8730F2E,aether.snbt,,,Phoenix Bow,aether:phoenix_bow,,명시적 task.title 없이 아이템 hover 사용,
task,3980F3E487B5CA3D,24151251C8730F2E,aether.snbt,,,Hammer of Kingbdogz,aether:hammer_of_kingbdogz,,명시적 task.title 없이 아이템 hover 사용,
task,7B989717EEA4B011,24151251C8730F2E,aether.snbt,,,Cloud Staff,aether:cloud_staff,,명시적 task.title 없이 아이템 hover 사용,
task,7C238563A19236C2,24151251C8730F2E,aether.snbt,,,Valkyrie Lance,aether:valkyrie_lance,,명시적 task.title 없이 아이템 hover 사용,
task,32D12D4EF30A11C0,24151251C8730F2E,aether.snbt,,,Swet Cape,aether:swet_cape,,명시적 task.title 없이 아이템 hover 사용,
task,679A21B1688B1DDC,24151251C8730F2E,aether.snbt,,,Silver Key,aether:silver_dungeon_key,,명시적 task.title 없이 아이템 hover 사용,
task,0408A2BD49334FF9,24151251C8730F2E,aether.snbt,,,Sentry Boots,aether:sentry_boots,,명시적 task.title 없이 아이템 hover 사용,
task,7F141E86B806CFF4,24151251C8730F2E,aether.snbt,Valkyrie Armor,,,ftbfiltersystem:smart_filter,,명시적 task.title 없이 아이템 hover 사용,
task,40060FA19E41CF2A,24151251C8730F2E,aether.snbt,,,Valkyrie Cape,aether:valkyrie_cape,,명시적 task.title 없이 아이템 hover 사용,
task,3EDA44C4F6E3B537,24151251C8730F2E,aether.snbt,,,Lightning Sword,aether:lightning_sword,,명시적 task.title 없이 아이템 hover 사용,
task,4361D47A6D45693B,24151251C8730F2E,aether.snbt,,,Holy Sword,aether:holy_sword,,명시적 task.title 없이 아이템 hover 사용,
task,5240CEC2F8F36BB5,24151251C8730F2E,aether.snbt,,,Invisibility Cloak,aether:invisibility_cloak,,명시적 task.title 없이 아이템 hover 사용,
task,77F4E57F29413C91,24151251C8730F2E,aether.snbt,,,Regeneration Stone,aether:regeneration_stone,,명시적 task.title 없이 아이템 hover 사용,
task,0EC287C9EA09DCC0,24151251C8730F2E,aether.snbt,,,Shield of Repulsion,aether:shield_of_repulsion,,명시적 task.title 없이 아이템 hover 사용,
task,594B7F0327760064,24151251C8730F2E,aether.snbt,,,Victory Medal,aether:victory_medal,,명시적 task.title 없이 아이템 hover 사용,
task,09DDDA2FF5AAA9F5,24151251C8730F2E,aether.snbt,,,Gold Key,aether:gold_dungeon_key,,명시적 task.title 없이 아이템 hover 사용,
task,6ECA40018EB3BA41,24151251C8730F2E,aether.snbt,,,Vampire Blade,aether:vampire_blade,,명시적 task.title 없이 아이템 hover 사용,
task,625BA2D510E4B224,24151251C8730F2E,aether.snbt,,,Life Shard,aether:life_shard,,명시적 task.title 없이 아이템 hover 사용,
task,34AEE4487D033FC2,24151251C8730F2E,aether.snbt,,,Pig Slayer,aether:pig_slayer,,명시적 task.title 없이 아이템 hover 사용,
task,3644541F6AAB5206,24151251C8730F2E,aether.snbt,Phoenix Armor,,,ftbfiltersystem:smart_filter,,명시적 task.title 없이 아이템 hover 사용,
task,1597F6606C34FDB5,24151251C8730F2E,aether.snbt,Obsidian Armor,,,ftbfiltersystem:smart_filter,,명시적 task.title 없이 아이템 hover 사용,
task,08EE85FBBBEE6A30,24151251C8730F2E,aether.snbt,,,Cold Aercloud,aether:cold_aercloud,,명시적 task.title 없이 아이템 hover 사용,
task,5AF2430DD1961824,24151251C8730F2E,aether.snbt,,,Blue Aercloud,aether:blue_aercloud,,명시적 task.title 없이 아이템 hover 사용,
task,067B31920FCCE076,24151251C8730F2E,aether.snbt,,,Golden Aercloud,aether:golden_aercloud,,명시적 task.title 없이 아이템 hover 사용,
task,3E79886BE08FCC16,24151251C8730F2E,aether.snbt,,,Iron Bubble,aether:iron_bubble,,명시적 task.title 없이 아이템 hover 사용,
task,48F116CCB864F7C2,24151251C8730F2E,aether.snbt,Skyroot Weapons,,,ftbfiltersystem:smart_filter,,명시적 task.title 없이 아이템 hover 사용,
task,57F02A55B8D314FC,24151251C8730F2E,aether.snbt,Skyroot Tools,,,ftbfiltersystem:smart_filter,,명시적 task.title 없이 아이템 hover 사용,
task,797455345151134A,24151251C8730F2E,aether.snbt,Skyroot Boat and Bucket,,,ftbfiltersystem:smart_filter,,명시적 task.title 없이 아이템 hover 사용,
task,6D476FECBF390199,24151251C8730F2E,aether.snbt,Holystone Weapons,,,ftbfiltersystem:smart_filter,,명시적 task.title 없이 아이템 hover 사용,
task,6002F0C07BF24B73,24151251C8730F2E,aether.snbt,Holystone Tools,,,ftbfiltersystem:smart_filter,,명시적 task.title 없이 아이템 hover 사용,
task,3614AAEC0B41CFF6,24151251C8730F2E,aether.snbt,Zanite Weapons,,,ftbfiltersystem:smart_filter,,명시적 task.title 없이 아이템 hover 사용,
task,37F2D13F6E593C1E,24151251C8730F2E,aether.snbt,Zanite Tools,,,ftbfiltersystem:smart_filter,,명시적 task.title 없이 아이템 hover 사용,
task,1324F3940041C73D,24151251C8730F2E,aether.snbt,Zanite Armor,,,ftbfiltersystem:smart_filter,,명시적 task.title 없이 아이템 hover 사용,
task,16D90BDE85BE5034,24151251C8730F2E,aether.snbt,,,Nature Staff,aether:nature_staff,,명시적 task.title 없이 아이템 hover 사용,
task,3D41832D0CA41A6C,24151251C8730F2E,aether.snbt,Gravitite Weapons,,,ftbfiltersystem:smart_filter,,명시적 task.title 없이 아이템 hover 사용,
task,079FEE70B6D6944F,24151251C8730F2E,aether.snbt,Gravitite Tools,,,ftbfiltersystem:smart_filter,,명시적 task.title 없이 아이템 hover 사용,
task,2BDE62E061949965,24151251C8730F2E,aether.snbt,Gravitite Armor,,,ftbfiltersystem:smart_filter,,명시적 task.title 없이 아이템 hover 사용,
task,6DE29058ACCD3FE4,24151251C8730F2E,aether.snbt,,,Sun Altar,aether:sun_altar,,명시적 task.title 없이 아이템 hover 사용,
task,472C79498DAC538E,24151251C8730F2E,aether.snbt,Valkyrie Tools,,,ftbfiltersystem:smart_filter,,명시적 task.title 없이 아이템 hover 사용,
task,67FAA549302701D6,24151251C8730F2E,aether.snbt,Neptune Armor,,,ftbfiltersystem:smart_filter,,명시적 task.title 없이 아이템 hover 사용,
task,4C8681C00463EEC4,24151251C8730F2E,aether.snbt,,,Aerogel,aether:aerogel,,명시적 task.title 없이 아이템 hover 사용,
task,0AB9BED5E5144BAC,4293754F9B2D05F0,allthemodium.snbt,,,,minecraft:netherite_ingot,,명시적 task.title 없이 아이템 hover 사용,
task,2E083A11E2CFAF86,4293754F9B2D05F0,allthemodium.snbt,,,Teleport Pad,allthemodium:teleport_pad,,명시적 task.title 없이 아이템 hover 사용,
task,68FF6DFF022ECC91,4293754F9B2D05F0,allthemodium.snbt,,,Allthemodium Ingot,allthemodium:allthemodium_ingot,,명시적 task.title 없이 아이템 hover 사용,
task,546E9C86F2C8382B,4293754F9B2D05F0,allthemodium.snbt,,,Allthemodium Smithing Template,allthemodium:allthemodium_upgrade_smithing_template,,명시적 task.title 없이 아이템 hover 사용,
task,0A112FC1145A21E5,4293754F9B2D05F0,allthemodium.snbt,,,Vibranium Smithing Template,allthemodium:vibranium_upgrade_smithing_template,,명시적 task.title 없이 아이템 hover 사용,
task,04CA935E34BFC9C0,4293754F9B2D05F0,allthemodium.snbt,,,Allthemodium Bow,allthemodium:allthemodium_bow,,명시적 task.title 없이 아이템 hover 사용,
task,503EF973D7241E57,4293754F9B2D05F0,allthemodium.snbt,,,Allthemodium Mace,allthemodium:allthemodium_mace,,명시적 task.title 없이 아이템 hover 사용,
task,28FA92DB004BCF0B,4293754F9B2D05F0,allthemodium.snbt,,,올더모듐 주문서,allthewizardgear:allthemodium_spell_book,,명시적 task.title 없이 아이템 hover 사용,
task,77BDAD28EAAD0F54,4293754F9B2D05F0,allthemodium.snbt,,,언옵테늄 주문서,allthewizardgear:unobtainium_spell_book,,명시적 task.title 없이 아이템 hover 사용,
task,26E4BA33D4069317,4293754F9B2D05F0,allthemodium.snbt,,,Unobtainium Crossbow,allthemodium:unobtainium_crossbow,,명시적 task.title 없이 아이템 hover 사용,
task,47DA6975F757A154,4293754F9B2D05F0,allthemodium.snbt,,,Unobtainium Mace,allthemodium:unobtainium_mace,,명시적 task.title 없이 아이템 hover 사용,
task,418913E28EACAC43,4293754F9B2D05F0,allthemodium.snbt,,,Vibranium Shield,allthemodium:vibranium_shield,,명시적 task.title 없이 아이템 hover 사용,
task,2B7BDE14FBD55CF3,4293754F9B2D05F0,allthemodium.snbt,,,Vibranium Mace,allthemodium:vibranium_mace,,명시적 task.title 없이 아이템 hover 사용,
task,38F71399F43BD408,4293754F9B2D05F0,allthemodium.snbt,,,비브라늄 주문서,allthewizardgear:vibranium_spell_book,,명시적 task.title 없이 아이템 hover 사용,
task,164F326EEDA79E59,4293754F9B2D05F0,allthemodium.snbt,,,Vibranium Ingot,allthemodium:vibranium_ingot,,명시적 task.title 없이 아이템 hover 사용,
task,1A8C1521BC9AA82D,4293754F9B2D05F0,allthemodium.snbt,,,Unobtainium Smithing Template,allthemodium:unobtainium_upgrade_smithing_template,,명시적 task.title 없이 아이템 hover 사용,
task,5A79CD7ED0D157EF,4293754F9B2D05F0,allthemodium.snbt,,,Unobtainium Ingot,allthemodium:unobtainium_ingot,,명시적 task.title 없이 아이템 hover 사용,
quest,762581CAE5F5DDC1,4293754F9B2D05F0,allthemodium.snbt,,,마법 부여 장치,ars_nouveau:enchanting_apparatus,,설명은 있으나 명시적 quest.title 없음,
task,100C7CD8C3133BC6,4293754F9B2D05F0,allthemodium.snbt,,,마법 부여 장치,ars_nouveau:enchanting_apparatus,,명시적 task.title 없이 아이템 hover 사용,
quest,7B3613C01F0B1373,4293754F9B2D05F0,allthemodium.snbt,,,Energizing Orb,powah:energizing_orb,,설명은 있으나 명시적 quest.title 없음,
task,71B0C7E635F8D8A9,4293754F9B2D05F0,allthemodium.snbt,,,Energizing Orb,powah:energizing_orb,,명시적 task.title 없이 아이템 hover 사용,
quest,15DC6770B112EE69,4293754F9B2D05F0,allthemodium.snbt,,,용해 챔버,industrialforegoing:dissolution_chamber,,설명은 있으나 명시적 quest.title 없음,
task,0E8AB6991100AE12,4293754F9B2D05F0,allthemodium.snbt,,,용해 챔버,industrialforegoing:dissolution_chamber,,명시적 task.title 없이 아이템 hover 사용,
task,15A8DE6394A13984,4293754F9B2D05F0,allthemodium.snbt,,,Unobtainium - Allthemodium Alloy Ingot,allthemodium:unobtainium_allthemodium_alloy_ingot,,명시적 task.title 없이 아이템 hover 사용,
task,412279B4B646649D,4293754F9B2D05F0,allthemodium.snbt,,,Unobtainium - Vibranium Alloy Ingot,allthemodium:unobtainium_vibranium_alloy_ingot,,명시적 task.title 없이 아이템 hover 사용,
task,721C8AFE71F1FF91,4293754F9B2D05F0,allthemodium.snbt,,,Vibranium - Allthemodium Alloy Ingot,allthemodium:vibranium_allthemodium_alloy_ingot,,명시적 task.title 없이 아이템 hover 사용,
task,3373EC752A5D336F,4293754F9B2D05F0,allthemodium.snbt,,,Piglich Heart,allthemodium:piglich_heart,,명시적 task.title 없이 아이템 hover 사용,
task,3332220912C50D70,4293754F9B2D05F0,allthemodium.snbt,,,Allthemodium Alloy Paxel,allthemodium:alloy_paxel,,명시적 task.title 없이 아이템 hover 사용,
task,53C1C80811B3F414,4293754F9B2D05F0,allthemodium.snbt,,,Allthemodium Alloy Axe,allthemodium:alloy_axe,,명시적 task.title 없이 아이템 hover 사용,
