kind,object_id,chapter_id,chapter_file,source_value,current_korean,fallback_value,item_id,resourcepack_translation,problem_type,applied_fix
task,259990BB80D272C4,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,,kubejs:atm_star_shard_3,,명시적 task.title 없이 아이템 hover 사용,
task,012550B8C5B1BBCC,792AD692F1468B1F,achapter_2r_6the_atm_star.snbt,,,,minecraft:enchanted_book,,명시적 task.title 없이 아이템 hover 사용,
task,3677156DC4D715D5,24151251C8730F2E,aether.snbt,,,,minecraft:glowstone,,명시적 task.title 없이 아이템 hover 사용,
task,7033C2D58700433D,24151251C8730F2E,aether.snbt,,,,minecraft:water_bucket,,명시적 task.title 없이 아이템 hover 사용,
quest,5825892699A8DCB7,24151251C8730F2E,aether.snbt,&l&eThe Aether,&l&eThe Aether,,,,한국어 파일의 영어 quest.title,
task,0AB9BED5E5144BAC,4293754F9B2D05F0,allthemodium.snbt,,,,minecraft:netherite_ingot,,명시적 task.title 없이 아이템 hover 사용,
quest,11E957CDEFA0CAAB,4293754F9B2D05F0,allthemodium.snbt,&5&lThe Beyond,&5&lThe Beyond,,,,한국어 파일의 영어 quest.title,
quest,552F0B9B00F4F914,4293754F9B2D05F0,allthemodium.snbt,,,AllRightsReserved,,,설명은 있으나 명시적 quest.title 없음,
task,5F45BABFD89DE0EC,4293754F9B2D05F0,allthemodium.snbt,AllRightsReserved,AllRightsReserved,,,,한국어 파일의 영어 task.title,
task,7A588081117FA54F,4293754F9B2D05F0,allthemodium.snbt,AllRightsReserved,AllRightsReserved,,,,한국어 파일의 영어 task.title,
quest,7CC96CE9901F25BB,4293754F9B2D05F0,allthemodium.snbt,,,item,forbidden_arcanus:hephaestus_forge_tier_1,,설명은 있으나 명시적 quest.title 없음,
task,1C210EEEF2D7C052,4293754F9B2D05F0,allthemodium.snbt,,,,forbidden_arcanus:hephaestus_forge_tier_1,,명시적 task.title 없이 아이템 hover 사용,
quest,310969B8FE0A94DE,0E81CBCD6B1D1895,apotheosis_2.snbt,Apothic Spawners,Apothic Spawners,,,,한국어 파일의 영어 quest.title,
task,5225548C5219E0C6,0E81CBCD6B1D1895,apotheosis_2.snbt,,,,minecraft:spawner,,명시적 task.title 없이 아이템 hover 사용,
task,5F16431DBEAF97B0,0E81CBCD6B1D1895,apotheosis_2.snbt,,,,minecraft:soul_lantern,,명시적 task.title 없이 아이템 hover 사용,
task,426CC475B062FC85,0E81CBCD6B1D1895,apotheosis_2.snbt,,,,minecraft:fermented_spider_eye,,명시적 task.title 없이 아이템 hover 사용,
task,4DA7AE7F61B1FC05,0E81CBCD6B1D1895,apotheosis_2.snbt,,,,minecraft:ghast_tear,,명시적 task.title 없이 아이템 hover 사용,
task,7CA847C78EB1B215,0E81CBCD6B1D1895,apotheosis_2.snbt,,,,minecraft:chorus_fruit,,명시적 task.title 없이 아이템 hover 사용,
task,65FF566B862C7211,0E81CBCD6B1D1895,apotheosis_2.snbt,,,,minecraft:turtle_egg,,명시적 task.title 없이 아이템 hover 사용,
task,5E1D4330184C7E38,0E81CBCD6B1D1895,apotheosis_2.snbt,,,,minecraft:piston,,명시적 task.title 없이 아이템 hover 사용,
task,39E60F2CA2EFAB9E,0E81CBCD6B1D1895,apotheosis_2.snbt,,,,minecraft:comparator,,명시적 task.title 없이 아이템 hover 사용,
task,75FE61AB74C39108,0E81CBCD6B1D1895,apotheosis_2.snbt,,,,minecraft:prismarine_crystals,,명시적 task.title 없이 아이템 hover 사용,
task,5E1EDF7E617E5853,0E81CBCD6B1D1895,apotheosis_2.snbt,,,,minecraft:sugar,,명시적 task.title 없이 아이템 hover 사용,
task,1FA39F402B7D0B8B,0E81CBCD6B1D1895,apotheosis_2.snbt,,,,minecraft:clock,,명시적 task.title 없이 아이템 hover 사용,
task,211FBEB0E4FF1FD6,0E81CBCD6B1D1895,apotheosis_2.snbt,,,,minecraft:nether_star,,명시적 task.title 없이 아이템 hover 사용,
task,74B1D74F1C52D05C,0E81CBCD6B1D1895,apotheosis_2.snbt,,,,minecraft:conduit,,명시적 task.title 없이 아이템 hover 사용,
task,20D72B07EE11DDCB,0E81CBCD6B1D1895,apotheosis_2.snbt,,,,minecraft:quartz,,명시적 task.title 없이 아이템 hover 사용,
task,457F2333F0FC4029,0E81CBCD6B1D1895,apotheosis_2.snbt,,,,minecraft:echo_shard,,명시적 task.title 없이 아이템 hover 사용,
task,703ACE135A88F2DB,0E81CBCD6B1D1895,apotheosis_2.snbt,,,,minecraft:pointed_dripstone,,명시적 task.title 없이 아이템 hover 사용,
task,227F63C049BD3C6E,0E81CBCD6B1D1895,apotheosis_2.snbt,,,,minecraft:campfire,,명시적 task.title 없이 아이템 hover 사용,
task,146817D02B4E6F59,0731FA8830F28280,apotheosis_gear.snbt,,,,minecraft:smithing_table,,명시적 task.title 없이 아이템 hover 사용,
task,79FB7E7194336B30,12AD9789D962B179,apothic_enchanting.snbt,,,,minecraft:enchanting_table,,명시적 task.title 없이 아이템 hover 사용,
task,7330FAC338D718B8,12AD9789D962B179,apothic_enchanting.snbt,,,,minecraft:lapis_lazuli,,명시적 task.title 없이 아이템 hover 사용,
task,534457B54999863B,12AD9789D962B179,apothic_enchanting.snbt,,,,minecraft:budding_amethyst,,명시적 task.title 없이 아이템 hover 사용,
task,2F3D51FDCAEE0410,12AD9789D962B179,apothic_enchanting.snbt,,,,minecraft:echo_shard,,명시적 task.title 없이 아이템 hover 사용,
task,32E6C837728B2EF1,12AD9789D962B179,apothic_enchanting.snbt,,,,minecraft:book,,명시적 task.title 없이 아이템 hover 사용,
task,65D6DA1FFF0EEF80,12AD9789D962B179,apothic_enchanting.snbt,,,,minecraft:honey_bottle,,명시적 task.title 없이 아이템 hover 사용,
task,51A617F8FBBFA712,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,minecraft:book,,명시적 task.title 없이 아이템 hover 사용,
task,569B0D7ABC091612,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_intangible,,명시적 task.title 없이 아이템 hover 사용,
task,55B5FAA746D6C829,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_ignite,,명시적 task.title 없이 아이템 hover 사용,
task,615188F5D6F85423,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_flare,,명시적 task.title 없이 아이템 hover 사용,
task,75FB9F65DDF0403C,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_craft,,명시적 task.title 없이 아이템 hover 사용,
task,20E81CE5B5665DAF,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_cold_snap,,명시적 task.title 없이 아이템 hover 사용,
task,17D156865446035D,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_rune,,명시적 task.title 없이 아이템 hover 사용,
task,3472B3099BD5EE5D,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_snare,,명시적 task.title 없이 아이템 hover 사용,
task,6A60A533BDBCCAD9,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_slowfall,,명시적 task.title 없이 아이템 hover 사용,
task,12CE4920DABD0F98,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_freeze,,명시적 task.title 없이 아이템 hover 사용,
task,2CBB0C0E32E58128,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_split,,명시적 task.title 없이 아이템 hover 사용,
task,05AD66530B699FA0,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_crush,,명시적 task.title 없이 아이템 hover 사용,
task,21E1D29B5CD3372A,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_smelt,,명시적 task.title 없이 아이템 hover 사용,
task,761F5F98E18E824D,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_accelerate,,명시적 task.title 없이 아이템 hover 사용,
task,0AD6A125820795DE,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_summon_vex,,명시적 task.title 없이 아이템 hover 사용,
task,59CE7EAEA0C25808,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_lightning,,명시적 task.title 없이 아이템 hover 사용,
task,54E317444AF31DA0,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_grow,,명시적 task.title 없이 아이템 hover 사용,
task,3512BC20229693CD,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_dampen,,명시적 task.title 없이 아이템 hover 사용,
task,05BAF8FF07FD6A10,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_invisibility,,명시적 task.title 없이 아이템 hover 사용,
task,6E473A397B0824E4,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_extract,,명시적 task.title 없이 아이템 hover 사용,
task,312250C813E89B54,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_delay,,명시적 task.title 없이 아이템 hover 사용,
task,3F20F6E300F8E095,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_light,,명시적 task.title 없이 아이템 hover 사용,
task,353BF5D2B4D53BF5,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_duration_down,,명시적 task.title 없이 아이템 hover 사용,
task,105A471BB30BD30F,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_exchange,,명시적 task.title 없이 아이템 hover 사용,
task,52234A1EC13FC6A0,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_place_block,,명시적 task.title 없이 아이템 hover 사용,
task,5C9BC3699A5762CA,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_conjure_water,,명시적 task.title 없이 아이템 hover 사용,
task,651B06E6873F34CF,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_cut,,명시적 task.title 없이 아이템 hover 사용,
task,545B39FB8B2627AD,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_harm,,명시적 task.title 없이 아이템 hover 사용,
task,6B7078A98D08EC1F,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_interact,,명시적 task.title 없이 아이템 hover 사용,
task,32C20AFC9A4A0E0E,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_blink,,명시적 task.title 없이 아이템 hover 사용,
task,41EF535B718F674F,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_amplify,,명시적 task.title 없이 아이템 hover 사용,
task,405BF1E9FE690938,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_phantom_block,,명시적 task.title 없이 아이템 hover 사용,
task,7F2FC5D08E7B548B,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_fell,,명시적 task.title 없이 아이템 hover 사용,
task,56F8DEF68AA8B41C,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_extend_time,,명시적 task.title 없이 아이템 hover 사용,
task,53250785A630D303,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_heal,,명시적 task.title 없이 아이템 hover 사용,
task,38003743B695C5C1,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_leap,,명시적 task.title 없이 아이템 hover 사용,
task,23921DC99D9F19D8,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_redstone_signal,,명시적 task.title 없이 아이템 hover 사용,
task,04E0C481BB6ABD87,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_pierce,,명시적 task.title 없이 아이템 hover 사용,
task,10D3703D3C415FC3,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_harvest,,명시적 task.title 없이 아이템 hover 사용,
task,55DA99DF01D9C37C,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_fortune,,명시적 task.title 없이 아이템 hover 사용,
task,696076AA28E02C89,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_break,,명시적 task.title 없이 아이템 hover 사용,
task,44C797F6DFAF95D9,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_pickup,,명시적 task.title 없이 아이템 hover 사용,
task,486CF16F4F5C860E,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_launch,,명시적 task.title 없이 아이템 hover 사용,
task,54AED59019A9FC16,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_dispel,,명시적 task.title 없이 아이템 hover 사용,
task,3EBC8A668657B7E1,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_ender_inventory,,명시적 task.title 없이 아이템 hover 사용,
task,41A6ED0A1538D0A8,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_pull,,명시적 task.title 없이 아이템 hover 사용,
task,2626959A926C1054,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_explosion,,명시적 task.title 없이 아이템 hover 사용,
task,624F70371F036C65,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_fangs,,명시적 task.title 없이 아이템 hover 사용,
task,03829269308C4BC8,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_aoe,,명시적 task.title 없이 아이템 hover 사용,
task,27987EFDAC19DE52,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_gravity,,명시적 task.title 없이 아이템 hover 사용,
task,589EE0FDB1FB0FA9,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_wither,,명시적 task.title 없이 아이템 hover 사용,
task,3270B8D5C37F7F34,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_gust,,명시적 task.title 없이 아이템 hover 사용,
task,5A03F82C6B50D548,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_summon_steed,,명시적 task.title 없이 아이템 hover 사용,
task,29E06B429B4AE176,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_summon_wolves,,명시적 task.title 없이 아이템 hover 사용,
task,17413068980A17B1,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_underfoot,,명시적 task.title 없이 아이템 hover 사용,
task,72D77A51A69EDA71,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_summon_decoy,,명시적 task.title 없이 아이템 hover 사용,
task,2A80E3849EB6A71D,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_hex,,명시적 task.title 없이 아이템 hover 사용,
task,0DB8F107D55B420F,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_orbit,,명시적 task.title 없이 아이템 hover 사용,
task,21C6D6FA46FCE9E9,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_sensitive,,명시적 task.title 없이 아이템 hover 사용,
task,3282190E6DF860F4,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_decelerate,,명시적 task.title 없이 아이템 hover 사용,
task,496294EBE15C66AD,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_glide,,명시적 task.title 없이 아이템 hover 사용,
task,6EA660C81B613163,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_wind_shear,,명시적 task.title 없이 아이템 hover 사용,
task,598ED65E5C450F82,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_summon_undead,,명시적 task.title 없이 아이템 hover 사용,
task,46FA84B093CC1151,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_linger,,명시적 task.title 없이 아이템 hover 사용,
task,5DA75E54FF1EFE89,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_evaporate,,명시적 task.title 없이 아이템 hover 사용,
task,024EA8646EFADFF5,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_bounce,,명시적 task.title 없이 아이템 hover 사용,
task,352317A2806A9855,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_sense_magic,,명시적 task.title 없이 아이템 hover 사용,
task,34C8EB5C0EEE98DD,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_name,,명시적 task.title 없이 아이템 hover 사용,
task,7DCF09E4EFEC5D64,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_firework,,명시적 task.title 없이 아이템 hover 사용,
task,12EA0487A7DD255B,6AEDA2F9BEB57759,ars_nouveau.snbt,,,,ars_nouveau:glyph_toss,,명시적 task.title 없이 아이템 hover 사용,
quest,5C3FF43CF16BCF30,6AEDA2F9BEB57759,ars_nouveau.snbt,Sourcestone,마나석,,ars_nouveau:sourcestone,마나 돌,리소스팩 아이템명과 quest.title 불일치,마나 돌
quest,36CDA39C23D3AA2B,6AEDA2F9BEB57759,ars_nouveau.snbt,,,AllRightsReserved,,,설명은 있으나 명시적 quest.title 없음,
task,0E6876A34D1975EB,6AEDA2F9BEB57759,ars_nouveau.snbt,AllRightsReserved,AllRightsReserved,,,,한국어 파일의 영어 task.title,
task,388545A0E3B4930D,6AEDA2F9BEB57759,ars_nouveau.snbt,AllRightsReserved,AllRightsReserved,,,,한국어 파일의 영어 task.title,
quest,5CE44C58A470E48E,7AF827D2D101D343,artifacts.snbt,&l&3Artifacts,&l&3Artifacts,,,,한국어 파일의 영어 quest.title,
quest,5FD6A738754F6013,7AF827D2D101D343,artifacts.snbt,,,AllRightsReserved,,,설명은 있으나 명시적 quest.title 없음,
task,376652638B9221C9,7AF827D2D101D343,artifacts.snbt,AllRightsReserved,AllRightsReserved,,,,한국어 파일의 영어 task.title,
task,72E89066290E3040,7AF827D2D101D343,artifacts.snbt,AllRightsReserved,AllRightsReserved,,,,한국어 파일의 영어 task.title,
task,13D240DA839AE0F9,4791C8461B1B4D5F,basic_armor.snbt,,,,minecraft:leather_helmet,,명시적 task.title 없이 아이템 hover 사용,
task,2A1D9DE362310D7E,4791C8461B1B4D5F,basic_armor.snbt,,,,minecraft:leather_chestplate,,명시적 task.title 없이 아이템 hover 사용,
task,537CABE8F876E65A,4791C8461B1B4D5F,basic_armor.snbt,,,,minecraft:leather_leggings,,명시적 task.title 없이 아이템 hover 사용,
task,102E085F5F52E04E,4791C8461B1B4D5F,basic_armor.snbt,,,,minecraft:leather_boots,,명시적 task.title 없이 아이템 hover 사용,
task,70B760551AA03D3A,4791C8461B1B4D5F,basic_armor.snbt,,,,minecraft:chainmail_helmet,,명시적 task.title 없이 아이템 hover 사용,
task,318E7C9C3687A8A4,4791C8461B1B4D5F,basic_armor.snbt,,,,minecraft:chainmail_chestplate,,명시적 task.title 없이 아이템 hover 사용,
task,68AE0BD86BB15078,4791C8461B1B4D5F,basic_armor.snbt,,,,minecraft:chainmail_leggings,,명시적 task.title 없이 아이템 hover 사용,
task,20BC17BCC5E270A6,4791C8461B1B4D5F,basic_armor.snbt,,,,minecraft:chainmail_boots,,명시적 task.title 없이 아이템 hover 사용,
task,16C93EF866796293,4791C8461B1B4D5F,basic_armor.snbt,,,,minecraft:golden_helmet,,명시적 task.title 없이 아이템 hover 사용,
task,28EABAF0B91E94AE,4791C8461B1B4D5F,basic_armor.snbt,,,,minecraft:golden_chestplate,,명시적 task.title 없이 아이템 hover 사용,
task,4A1F24FD39340472,4791C8461B1B4D5F,basic_armor.snbt,,,,minecraft:golden_leggings,,명시적 task.title 없이 아이템 hover 사용,
task,474E1537C5CA7FB7,4791C8461B1B4D5F,basic_armor.snbt,,,,minecraft:golden_boots,,명시적 task.title 없이 아이템 hover 사용,
quest,497D222F74A52DF5,4791C8461B1B4D5F,basic_armor.snbt,,,item,minecraft:iron_helmet,,설명은 있으나 명시적 quest.title 없음,
task,55D98C63A1A01713,4791C8461B1B4D5F,basic_armor.snbt,,,,minecraft:iron_helmet,,명시적 task.title 없이 아이템 hover 사용,
task,042B93D43308564F,4791C8461B1B4D5F,basic_armor.snbt,,,,minecraft:iron_chestplate,,명시적 task.title 없이 아이템 hover 사용,
task,2F56ECC8DBC90C01,4791C8461B1B4D5F,basic_armor.snbt,,,,minecraft:iron_leggings,,명시적 task.title 없이 아이템 hover 사용,
task,4C72CA4823807604,4791C8461B1B4D5F,basic_armor.snbt,,,,minecraft:iron_boots,,명시적 task.title 없이 아이템 hover 사용,
task,79CC596EB3BF6A64,4791C8461B1B4D5F,basic_armor.snbt,,,,minecraft:diamond_helmet,,명시적 task.title 없이 아이템 hover 사용,
task,49459B4370DD8D1A,4791C8461B1B4D5F,basic_armor.snbt,,,,minecraft:diamond_chestplate,,명시적 task.title 없이 아이템 hover 사용,
task,3F04107B4D2907E0,4791C8461B1B4D5F,basic_armor.snbt,,,,minecraft:diamond_leggings,,명시적 task.title 없이 아이템 hover 사용,
task,4F6FDB5872FD9E61,4791C8461B1B4D5F,basic_armor.snbt,,,,minecraft:diamond_boots,,명시적 task.title 없이 아이템 hover 사용,
task,1CEBDEF56E616268,4791C8461B1B4D5F,basic_armor.snbt,,,,minecraft:netherite_helmet,,명시적 task.title 없이 아이템 hover 사용,
task,598F10A1A92CF940,4791C8461B1B4D5F,basic_armor.snbt,,,,minecraft:netherite_chestplate,,명시적 task.title 없이 아이템 hover 사용,
task,7CF2C1BC8A233FF6,4791C8461B1B4D5F,basic_armor.snbt,,,,minecraft:netherite_leggings,,명시적 task.title 없이 아이템 hover 사용,
task,10C12B9DBDE7A276,4791C8461B1B4D5F,basic_armor.snbt,,,,minecraft:netherite_boots,,명시적 task.title 없이 아이템 hover 사용,
task,7FE454AB1A3D8C04,4791C8461B1B4D5F,basic_armor.snbt,,,,eternal_starlight:swamp_silver_helmet,,명시적 task.title 없이 아이템 hover 사용,
task,336F743A90D79EA5,4791C8461B1B4D5F,basic_armor.snbt,,,,eternal_starlight:swamp_silver_chestplate,,명시적 task.title 없이 아이템 hover 사용,
task,4FD31875EE131079,4791C8461B1B4D5F,basic_armor.snbt,,,,eternal_starlight:swamp_silver_leggings,,명시적 task.title 없이 아이템 hover 사용,
task,0B2D12F2EEAE26B5,4791C8461B1B4D5F,basic_armor.snbt,,,,eternal_starlight:swamp_silver_boots,,명시적 task.title 없이 아이템 hover 사용,
task,2ACCBA73F15785AE,4791C8461B1B4D5F,basic_armor.snbt,,,,everythingcopper:copper_helmet,,명시적 task.title 없이 아이템 hover 사용,
task,140EC910C2EAD46F,4791C8461B1B4D5F,basic_armor.snbt,,,,everythingcopper:copper_chestplate,,명시적 task.title 없이 아이템 hover 사용,
task,6EB023B3AEF61518,4791C8461B1B4D5F,basic_armor.snbt,,,,everythingcopper:copper_leggings,,명시적 task.title 없이 아이템 hover 사용,
task,5EE73B206A8A3021,4791C8461B1B4D5F,basic_armor.snbt,,,,everythingcopper:copper_boots,,명시적 task.title 없이 아이템 hover 사용,
task,1C029B0215BD806D,4791C8461B1B4D5F,basic_armor.snbt,,,,minecraft:sentry_armor_trim_smithing_template,,명시적 task.title 없이 아이템 hover 사용,
task,111C7D7EB9F0AB30,4791C8461B1B4D5F,basic_armor.snbt,,,,minecraft:vex_armor_trim_smithing_template,,명시적 task.title 없이 아이템 hover 사용,
task,64BDFC1B8E7C6BC2,4791C8461B1B4D5F,basic_armor.snbt,,,,minecraft:wild_armor_trim_smithing_template,,명시적 task.title 없이 아이템 hover 사용,
task,33B4B2E11DEF74E2,4791C8461B1B4D5F,basic_armor.snbt,,,,minecraft:coast_armor_trim_smithing_template,,명시적 task.title 없이 아이템 hover 사용,
task,3256974258346754,4791C8461B1B4D5F,basic_armor.snbt,,,,minecraft:dune_armor_trim_smithing_template,,명시적 task.title 없이 아이템 hover 사용,
task,7AF021834FEC9592,4791C8461B1B4D5F,basic_armor.snbt,,,,minecraft:wayfinder_armor_trim_smithing_template,,명시적 task.title 없이 아이템 hover 사용,
task,15F5244A4215F3EF,4791C8461B1B4D5F,basic_armor.snbt,,,,minecraft:raiser_armor_trim_smithing_template,,명시적 task.title 없이 아이템 hover 사용,
task,78EB3B59C1A91FEB,4791C8461B1B4D5F,basic_armor.snbt,,,,minecraft:shaper_armor_trim_smithing_template,,명시적 task.title 없이 아이템 hover 사용,
task,5DBBB93EDD80E741,4791C8461B1B4D5F,basic_armor.snbt,,,,minecraft:host_armor_trim_smithing_template,,명시적 task.title 없이 아이템 hover 사용,
